pair_id,episode_id,step_index,planner_phase,vision_backbone_output_pooled_cosine_distance,vision_backbone_output_pooled_l2,vision_backbone_output_token_mean_l2_per_token,projector_output_pooled_cosine_distance,projector_output_pooled_l2,projector_output_token_mean_l2_per_token
episode_000001_000024,episode_000001,24,descent_to_grasp,0.150146692761575,86.18039097570922,13.524215217198583,0.09381809330149837,11.027483430700592,1.8557533957567234
episode_000001_000025,episode_000001,25,descent_to_grasp,0.16624538745963413,92.44725673574519,13.888874931000675,0.11383173676264924,11.525173005718523,1.8649741995888705
episode_000001_000026,episode_000001,26,descent_to_grasp,0.1723092384613838,95.76575729408222,13.818695725374122,0.11856909777429936,11.96318245721818,1.8535034604911045
episode_000001_000027,episode_000001,27,descent_to_grasp,0.16410585916638953,94.23524003963385,13.591657529223767,0.11250029571247533,12.08352030760074,1.844294405812373
episode_000001_000028,episode_000001,28,grasp_close,0.15197393298779815,91.65135026642741,12.867038362136388,0.10379729874588339,11.582251264396824,1.744856388015367
episode_000001_000029,episode_000001,29,grasp_close,0.15059426926709807,91.45358609658823,12.903032788666637,0.10236514880025949,11.659612250747296,1.7558164852915947
episode_000001_000030,episode_000001,30,grasp_close,0.15280247197554098,92.16102938254073,12.873538112658965,0.10229812853838871,11.497572157991291,1.7497575552099305
episode_000001_000031,episode_000001,31,grasp_close,0.16813490466170222,96.634299637634,12.981311911639818,0.11251423524991822,11.809185179882768,1.7677034840279913
episode_000001_000032,episode_000001,32,grasp_close,0.16415294325907936,95.06140859951455,12.95881067814396,0.10899667296951998,11.615071550496747,1.7657000764911086
episode_000001_000033,episode_000001,33,grasp_close,0.16474978829475972,95.34292664968251,12.922619932665658,0.11144019252548365,11.83329929593917,1.7689203252672017
episode_000001_000034,episode_000001,34,grasp_close,0.16521031991100255,95.78955452808054,12.898326088389569,0.1101553988246976,11.757615566113554,1.763263895394386
episode_000001_000035,episode_000001,35,grasp_close,0.1689928338045743,96.86181273180259,12.9614343338594,0.11300301381856559,12.005525865450128,1.7725828777486392
episode_000001_000036,episode_000001,36,grasp_close,0.16350902657842692,95.28251746808525,12.897625640759792,0.10925669188012044,11.759322932945564,1.7632765561886532
episode_000001_000037,episode_000001,37,grasp_close,0.16755277772605381,96.68891953153395,12.945453788914923,0.11169331597842047,11.901797682902304,1.7688271077776647
episode_000001_000038,episode_000001,38,lift,0.167567686402458,96.61446378599766,12.960458344766606,0.11208252857148215,11.958600958362156,1.7736631430377654
episode_000001_000039,episode_000001,39,lift,0.165421997121862,95.94697288174902,13.042216453055323,0.1087716431422241,11.538679758537086,1.7670607697521863
episode_000001_000040,episode_000001,40,lift,0.1542577431297546,91.83011683341242,12.935101395756458,0.09385232131325372,10.767138963210925,1.7502060839068538
episode_000001_000041,episode_000001,41,lift,0.15156117537566505,89.22843324241855,13.01560409133376,0.09675631507342586,11.766476513512078,1.8482934721419344
episode_000001_000042,episode_000001,42,lift,0.11705262416588869,76.65589212208764,12.461291284361094,0.06270535051351234,7.938655009437216,1.6520895585281108
episode_000001_000043,episode_000001,43,lift,0.12208498804557633,77.96152298012463,12.696388882297,0.06187417108623694,8.353906168711724,1.7066067141824917
episode_000001_000044,episode_000001,44,lift,0.11677717390545128,75.9216316002862,12.692106591951768,0.05614350589509076,7.746263507275941,1.7225736700011307
episode_000001_000045,episode_000001,45,lift,0.11515701190399441,75.3035565469495,12.670539183705484,0.05514352718302984,7.6074523436807935,1.7253115372399026
episode_000002_000000,episode_000002,0,hold,0.07142687650711166,59.61625191234459,11.01813564634546,0.03188729890172326,6.216420634526599,1.5534889215009307
episode_000002_000001,episode_000002,1,hold,0.07156860200046589,59.68472684754671,11.02574176835613,0.0320405337807077,6.1751056524978125,1.5515861025499478
episode_000002_000002,episode_000002,2,alignment,0.07295231345026698,60.25545112017844,11.079207484689233,0.0329172044976932,6.2192021231963475,1.5596772305834616
episode_000002_000003,episode_000002,3,alignment,0.07267194136770949,60.1432843689547,11.106571145746917,0.03316376746355543,6.187844028979118,1.5641884280706526
episode_000002_000004,episode_000002,4,alignment,0.07813469931759931,62.908380008843835,11.42061945653616,0.03535783454714314,6.604007829082783,1.6243702370720676
episode_000002_000005,episode_000002,5,alignment,0.09262783148415199,68.58212008747289,11.768945922474735,0.04071062514678381,7.199192357169513,1.6771381207745184
episode_000002_000006,episode_000002,6,alignment,0.09366729538189134,69.22189138221358,11.605100913307872,0.0403436277957504,7.331315233223009,1.6404705707666993
episode_000002_000007,episode_000002,7,alignment,0.09638118529872819,70.4883641445622,11.748542574050768,0.03970071714411094,7.651618059810495,1.658215265850787
episode_000002_000008,episode_000002,8,alignment,0.11193029588926928,74.60073186342886,12.170736927703878,0.047043476232264125,7.348689523319752,1.68178501973548
episode_000002_000009,episode_000002,9,alignment,0.1039392756619748,72.83691437935133,12.046539580335303,0.048332293743410415,8.056628829295889,1.6891317916921986
episode_000002_000010,episode_000002,10,alignment,0.11003817731783172,75.10125614647617,12.344668587595752,0.04995827668618347,8.13565045127227,1.756994287339468
episode_000002_000011,episode_000002,11,alignment,0.10019655198594213,71.13847792918286,11.976790130758351,0.04357942371357315,7.535264239719752,1.7108635801657983
episode_000002_000012,episode_000002,12,alignment,0.08310094966020631,64.64937343824158,11.636293861427985,0.039858408922818445,7.373500917662189,1.67641888691973
episode_000002_000013,episode_000002,13,alignment,0.08913052843684155,68.43532080035409,11.731265742898968,0.042633210018525824,7.578789295644545,1.6503054046884862
episode_000002_000014,episode_000002,14,alignment,0.10458685392614975,73.40427465884248,12.032658524362255,0.0533714305104066,8.483688850302254,1.6834428026492412
episode_000002_000015,episode_000002,15,alignment,0.09772960689662269,70.71771553532331,11.975301996671641,0.049820359229632794,9.22789867534299,1.6922935586316556
episode_000002_000016,episode_000002,16,alignment,0.0982625829772058,69.3735856584852,12.10836804653708,0.04789281340376195,8.741610328535184,1.694976832632874
episode_000002_000017,episode_000002,17,alignment,0.10922231033469498,73.22756204821194,12.454405827556947,0.05301300563716571,9.564141141767005,1.7636099176558195
episode_000002_000018,episode_000002,18,alignment,0.11031252845656492,74.23486299510232,12.555822803815207,0.05495609139940372,9.850025822611713,1.7829063177381121
episode_000002_000019,episode_000002,19,alignment,0.1095439069622347,74.45055721406398,12.55190983584019,0.05494258110865957,9.804289264230276,1.7876797462743301
episode_000002_000020,episode_000002,20,alignment,0.10974938104885978,74.49134684912408,12.518637319950313,0.05479555735072483,9.660855454943212,1.7744608652006
episode_000002_000021,episode_000002,21,descent_to_grasp,0.10949016657086674,74.40447978186842,12.520088867116307,0.05440084799439271,9.581373308421337,1.7753404236018326
episode_000002_000022,episode_000002,22,descent_to_grasp,0.12036050457414627,78.75164479963725,12.756752944719713,0.056055787946744595,10.28831534406083,1.808059472126665
episode_000002_000023,episode_000002,23,descent_to_grasp,0.1396971292840019,83.83271321847496,13.053090212257782,0.06913228961339013,11.00103067663603,1.8332689817221572
episode_000002_000024,episode_000002,24,descent_to_grasp,0.1538075742049192,89.43620602210926,13.24579347136943,0.0766529614244491,11.126432965110007,1.8092629499407502
episode_000002_000025,episode_000002,25,descent_to_grasp,0.19006333292209865,98.68814824687892,13.83659638345618,0.11922473125394517,12.05126200718276,1.8283410763049188
episode_000002_000026,episode_000002,26,descent_to_grasp,0.20347051789170179,103.39963935804077,14.04281742612061,0.1396074972764525,12.06868465779005,1.7981199367802203
episode_000002_000027,episode_000002,27,descent_to_grasp,0.1829543953550412,100.7202238535781,13.98628050198914,0.1301496292904839,11.334198722446533,1.7753138482264355
episode_000002_000028,episode_000002,28,descent_to_grasp,0.18140420494122633,100.78934717639561,13.968182737996807,0.1285171589662435,11.384082538274017,1.7825267491700694
episode_000002_000029,episode_000002,29,grasp_close,0.16730946413337333,99.05837161475607,13.23704891045614,0.12309677576861022,11.36436406373716,1.7016045000149453
episode_000002_000030,episode_000002,30,grasp_close,0.1709819062686575,100.54171056927485,13.253613292084554,0.1301149193685004,11.815472267600438,1.7194228505496876
episode_000002_000031,episode_000002,31,grasp_close,0.17989350495862577,102.61455529144268,13.270066253397896,0.1348189975130749,11.929539118120038,1.7155350611546731
episode_000002_000032,episode_000002,32,grasp_close,0.17530994798273092,100.86136306680312,13.246421860494282,0.13229660037705304,11.56999914933807,1.7015232133293627
episode_000002_000033,episode_000002,33,grasp_close,0.17485855474142353,100.74528774097384,13.19970117926442,0.13162234099789527,11.40744114931349,1.6914328047121596
episode_000002_000034,episode_000002,34,grasp_close,0.17563696625555314,100.85996758013594,13.234758557177681,0.13170711786684508,11.569311940138848,1.7016016438670551
episode_000002_000035,episode_000002,35,grasp_close,0.176110015921354,101.29337972663778,13.246979587137304,0.13284406155002482,11.770598887835135,1.7134667072738845
episode_000002_000036,episode_000002,36,grasp_close,0.1820193354342471,102.87202657817211,13.303516441240596,0.13613843071113751,12.023500798253023,1.7213514302143404
episode_000002_000037,episode_000002,37,grasp_close,0.17948418332508942,102.4785117679176,13.271537172974362,0.13425541262716867,11.926955577964293,1.7181371492063366
episode_000002_000038,episode_000002,38,grasp_close,0.17746074854931004,101.42163988384249,13.242615097161792,0.1325000158233558,11.638857042419055,1.7055058652981352
episode_000002_000039,episode_000002,39,lift,0.1756746967088142,100.70499942710967,13.223946855200522,0.13172801984291738,11.535060858160689,1.7001728946047607
episode_000002_000040,episode_000002,40,lift,0.1855084288594946,103.42257362202207,13.322154885684093,0.13935095379549,12.07530496300438,1.7270865057039764
episode_000002_000041,episode_000002,41,lift,0.17499443268013015,100.27721253852786,13.182177321431718,0.1077846734335155,12.550866496023128,1.7519353736165528
episode_000002_000042,episode_000002,42,lift,0.18024393311672215,99.71283732995454,13.293256032200487,0.11246725870182528,13.38248817422528,1.8224738077318374
episode_000002_000043,episode_000002,43,lift,0.13155846277414152,85.41712576655024,12.538497738680404,0.06555446466863102,10.433929703573256,1.733456869002761
episode_000002_000044,episode_000002,44,lift,0.12613148370594374,83.81496153210651,12.574030010329254,0.06102623363266235,10.853507175742072,1.7711445361156144
episode_000002_000045,episode_000002,45,lift,0.12374512720943509,83.1044876050769,12.647708330848031,0.057366436867696824,10.286003997963954,1.7596069421217846
episode_000002_000046,episode_000002,46,lift,0.12370845603709357,83.11751172150507,12.660607001696784,0.05773904294414256,10.259501465462895,1.7592804842149483
episode_000003_000000,episode_000003,0,hold,0.0744701413976322,60.97303460048545,11.137487354466838,0.030935560178558474,6.5192845853216195,1.5746007326217453
episode_000003_000001,episode_000003,1,hold,0.07615693870273299,61.69146305037138,11.158798650523815,0.03134554608267481,6.450109780869369,1.5730353593738626
episode_000003_000002,episode_000003,2,alignment,0.07846596394075323,62.678115473874755,11.222929428150739,0.03246765708771138,6.578999759820084,1.5812953035942323
episode_000003_000003,episode_000003,3,alignment,0.0784094049773747,62.713843421334644,11.223061086058104,0.032661947380563716,6.495266422852747,1.5799341302038765
episode_000003_000004,episode_000003,4,alignment,0.08513065666781383,65.35694582317839,11.690382406817845,0.03724467314749602,7.378129207967954,1.6621996216868906
episode_000003_000005,episode_000003,5,alignment,0.08096169333755254,63.12616941466273,11.686866249018289,0.03696260110343197,7.409815642408609,1.676961791866192
episode_000003_000006,episode_000003,6,alignment,0.07764196013666236,61.27574994437742,11.458695356933765,0.038426728963267154,7.1909698534480295,1.6462708832302042
episode_000003_000007,episode_000003,7,alignment,0.08511891319049392,63.4760041814491,11.782437133352651,0.03580770395396948,6.798610837837778,1.6922447349368868
episode_000003_000008,episode_000003,8,alignment,0.08610090387415714,63.78141147025228,12.148530226721116,0.04551471146694541,8.113542654006332,1.7404120547823048
episode_000003_000009,episode_000003,9,alignment,0.09821492683677868,68.15042839570842,12.257044034211521,0.04646279982577539,8.05206970083549,1.7399125305604863
episode_000003_000010,episode_000003,10,alignment,0.1119744383358574,73.5644027529859,12.60097532965239,0.05807366973781003,8.92381717942188,1.7858465415492388
episode_000003_000011,episode_000003,11,alignment,0.12735216413696526,76.12055249020709,13.100963468127498,0.07684696903719213,9.574914490440666,1.8314557888492864
episode_000003_000012,episode_000003,12,alignment,0.14088796414154492,79.56695391357417,12.893309505718177,0.08553035545012011,9.183852315145678,1.7752932810487834
episode_000003_000013,episode_000003,13,alignment,0.12725235902539722,74.65894352548801,12.634087234659551,0.07139378616514036,8.622857608969882,1.738736575873123
episode_000003_000014,episode_000003,14,alignment,0.1360555427797101,80.40598758587481,12.791899210864102,0.07957882518931492,10.055388421626247,1.7717808844729064
episode_000003_000015,episode_000003,15,alignment,0.14139122347549538,82.28892676193011,12.90374880679129,0.08894614110570542,10.472306692623727,1.7925790365332281
episode_000003_000016,episode_000003,16,alignment,0.1529442111927205,85.17815481050388,12.856707331117624,0.09922588797398835,11.28746927176783,1.8141385536582524
episode_000003_000017,episode_000003,17,alignment,0.15369120006507286,85.48496205626917,12.86097083842165,0.10031416428031947,11.361731410992075,1.8149044906814416
episode_000003_000018,episode_000003,18,descent_to_grasp,0.15357733835015808,85.32964662741362,12.859977412843692,0.09990686404850724,11.26746834960167,1.8076297801915846
episode_000003_000019,episode_000003,19,descent_to_grasp,0.15305001999613976,85.12456621190697,12.846000629509115,0.09998606856906556,11.34894028044619,1.8115143594118264
episode_000003_000020,episode_000003,20,descent_to_grasp,0.15076384856860592,84.58654307053304,13.038298138486097,0.10389010908806129,12.084908830791735,1.8440751936573196
episode_000003_000021,episode_000003,21,descent_to_grasp,0.16946218142983338,92.36765387191247,13.569925577466517,0.12290679767335932,13.001321468100837,1.8731795159147415
episode_000003_000022,episode_000003,22,descent_to_grasp,0.1888958455652403,99.00579431869771,13.74704904830292,0.14127618102011286,14.11835179932122,1.9092705771460545
episode_000003_000023,episode_000003,23,descent_to_grasp,0.18280744615934552,97.6415460679363,13.529712513355948,0.126267919129618,12.351940570841592,1.8054559481600316
episode_000003_000024,episode_000003,24,descent_to_grasp,0.18130921294546198,99.48900147207979,13.592477623534625,0.12948354119130767,11.950338084849246,1.7937836938684644
episode_000003_000025,episode_000003,25,descent_to_grasp,0.17499188073441696,97.6495707726174,13.480111280000814,0.13396497988292488,12.342537152039915,1.7969063404342438
episode_000003_000026,episode_000003,26,grasp_close,0.15404481490680266,93.63647708751624,12.988906677014626,0.12023428732797758,12.31961201585474,1.7612706551454946
episode_000003_000027,episode_000003,27,grasp_close,0.1524692942993784,92.90082930456452,12.960691135982307,0.12073430085409342,12.129832025323552,1.7631330563087715
episode_000003_000028,episode_000003,28,grasp_close,0.16507365961521614,96.50977471621462,13.091371585885309,0.1251391864649738,12.271365687867554,1.784493592461895
episode_000003_000029,episode_000003,29,grasp_close,0.1678607421621492,97.41292757782634,13.169207439212721,0.12796628216435058,12.328237327440137,1.7929853740715733
episode_000003_000030,episode_000003,30,grasp_close,0.17031685207863367,98.49308207952639,13.16301360280262,0.12981613712650653,12.481359664816102,1.791765920294957
episode_000003_000031,episode_000003,31,grasp_close,0.17135904434004046,98.81590417499102,13.219230859981542,0.13044043968045838,12.660865745517025,1.804037560892921
episode_000003_000032,episode_000003,32,grasp_close,0.169214582593729,98.03772908780411,13.199299045688687,0.1267299667166849,12.356511541793425,1.7945471511656246
episode_000003_000033,episode_000003,33,grasp_close,0.17162541603828596,98.82274336087592,13.207126678157435,0.13077901350969978,12.608315367510938,1.803028847651206
episode_000003_000034,episode_000003,34,grasp_close,0.1687850158483919,97.81586477913307,13.197058978225632,0.12821205342926567,12.409364832686881,1.797338655480876
episode_000003_000035,episode_000003,35,grasp_close,0.17035736382087108,98.48404701466974,13.202791197777458,0.13123769939669694,12.69507587107957,1.8076534172007275
episode_000003_000036,episode_000003,36,lift,0.16939269556068748,98.26192466786425,13.184820135910046,0.12806832828996595,12.49022227579744,1.7969036376468261
episode_000003_000037,episode_000003,37,lift,0.16934284645173736,97.81463104855622,13.180435762092932,0.12378022149809709,12.009292771208568,1.7733692103022014
episode_000003_000038,episode_000003,38,lift,0.16398014673620132,95.80034099387439,12.888516134216804,0.11312295836170305,12.48521105730434,1.782626893640867
episode_000003_000039,episode_000003,39,lift,0.17365509556486292,97.3678582922504,13.294463165094248,0.1341317440110511,13.757224363791268,1.856763642750539
episode_000003_000040,episode_000003,40,lift,0.18553555520939224,99.969581105042,13.408709109215534,0.12657369372973237,13.056842836900879,1.8084957548662381
episode_000003_000041,episode_000003,41,lift,0.1982892553872707,105.55319821525286,13.782092595840032,0.1302432712460324,12.963445621434815,1.8366328869146151
episode_000003_000042,episode_000003,42,lift,0.20072461247787643,106.46238324130096,13.786193605068515,0.12300290683300352,12.499063625167121,1.8344092086905495
episode_000003_000043,episode_000003,43,lift,0.20501500518880622,107.30578917917983,13.828347140454188,0.12376045521304757,12.529731396335164,1.8432034158508126
episode_000004_000000,episode_000004,0,hold,0.08101834750159242,62.73390818252229,11.170017138125848,0.03822210442805496,6.783501680991342,1.5613182951922695
episode_000004_000001,episode_000004,1,hold,0.08235029554836604,63.21998066517072,11.219319817524353,0.03875452583909578,6.798912713530542,1.567690880727618
episode_000004_000002,episode_000004,2,alignment,0.08265749060130867,63.37681365563926,11.246748548558575,0.03907236466615904,6.795717292397653,1.5712613658015764
episode_000004_000003,episode_000004,3,alignment,0.0830486488168759,63.53941639189472,11.274928034189042,0.03918016981082062,6.737596967182017,1.5733928841345177
episode_000004_000004,episode_000004,4,alignment,0.08516233433321763,64.66039264358581,11.548220323946886,0.041323317197930476,7.138544365464925,1.6264151913736802
episode_000004_000005,episode_000004,5,alignment,0.08279076080572678,63.581719944857056,11.511877596466972,0.04367466748106219,6.932610109294882,1.6106241947881996
episode_000004_000006,episode_000004,6,alignment,0.08592207904816629,64.88565469232402,11.591028050090195,0.044956190268854335,7.545422675261296,1.6324021445366643
episode_000004_000007,episode_000004,7,alignment,0.08749992615210211,65.53527335285976,11.875141032518291,0.04239066083361531,6.990664115449006,1.655537237626019
episode_000004_000008,episode_000004,8,alignment,0.10730165167837857,73.70007573182814,12.238580543543732,0.05262514619384284,8.830845860651506,1.7304760871977471
episode_000004_000009,episode_000004,9,alignment,0.11987285607630327,78.4194104807958,12.679801242957407,0.06291795711302617,9.190638073283488,1.7849665855878372
episode_000004_000010,episode_000004,10,alignment,0.12058860387912185,78.53192536007992,12.642169115424128,0.05789987731442259,8.48192041692571,1.7546462280403892
episode_000004_000011,episode_000004,11,alignment,0.1183708954696806,78.58546400805204,12.755826061804155,0.05831424438598709,8.708174186605259,1.7745903285231406
episode_000004_000012,episode_000004,12,alignment,0.11428836282326493,76.19668914033217,12.602578853912966,0.06257087736274713,9.331505162337102,1.7807076614109771
episode_000004_000013,episode_000004,13,alignment,0.11947325815316334,76.39095110185235,12.785667221208225,0.0689499379487466,9.77120394576911,1.8099698777160889
episode_000004_000014,episode_000004,14,alignment,0.11866831139964651,75.75462917376612,12.777612806628413,0.07453404628035964,10.01658509718698,1.7853670864181903
episode_000004_000015,episode_000004,15,alignment,0.13773695533428676,79.2958853019079,13.104625581125536,0.09726246423734797,10.768966290178302,1.8292031186388884
episode_000004_000016,episode_000004,16,alignment,0.13768272106899826,78.3287011135284,12.98961683736533,0.09811429138667194,10.03097728463757,1.7846854044691949
episode_000004_000017,episode_000004,17,alignment,0.14307603407812597,80.90885494967608,13.036793501654124,0.10193770649950262,10.533862156130708,1.8104327469566093
episode_000004_000018,episode_000004,18,alignment,0.1435962097118041,81.29909726382802,13.013152484363925,0.10103932570535523,10.646417148081417,1.8108311033166942
episode_000004_000019,episode_000004,19,descent_to_grasp,0.14604673974719762,81.89055281992587,13.039835961842067,0.1036184192032249,10.796259293321093,1.8165378651904605
episode_000004_000020,episode_000004,20,descent_to_grasp,0.1511067188003321,83.69260471611608,12.969751090957125,0.10818781361526897,11.14775023955678,1.8116242136852738
episode_000004_000021,episode_000004,21,descent_to_grasp,0.1719514517946813,89.47625197688356,13.311973847465902,0.11371742764583448,10.095877861066173,1.7817496192500808
episode_000004_000022,episode_000004,22,descent_to_grasp,0.226060282750428,109.1983696439013,14.230782761523754,0.1601470314810357,13.936798719297874,1.9149267185347927
episode_000004_000023,episode_000004,23,descent_to_grasp,0.21689319893894365,107.11098620846045,14.332152527464553,0.15647305296502556,12.79962077971532,1.8835230072993119
episode_000004_000024,episode_000004,24,descent_to_grasp,0.2076831373073228,106.6413706423571,14.249610814396798,0.15939121388515887,12.734776929448055,1.8394948174456343
episode_000004_000025,episode_000004,25,descent_to_grasp,0.20178887185719363,106.77096298017402,14.104844859304594,0.1615132554713664,13.213545276713747,1.8440884839967322
episode_000004_000026,episode_000004,26,descent_to_grasp,0.20103920600476755,106.88381638843299,14.054329530380809,0.16322855676884196,13.302292546741324,1.8414052231592706
episode_000004_000027,episode_000004,27,grasp_close,0.1760419437981514,102.54057702167101,13.496640540628121,0.15723163214233948,13.065021714645727,1.7906046435095078
episode_000004_000028,episode_000004,28,grasp_close,0.18370957066645976,104.86645052025759,13.415786030734964,0.16114891654658303,12.98536525874688,1.7737999737288201
episode_000004_000029,episode_000004,29,grasp_close,0.18879736267938518,106.2698389142645,13.411754228965089,0.16284483173275754,12.90291804670781,1.7747861943897987
episode_000004_000030,episode_000004,30,grasp_close,0.1952078333458982,108.42939587873106,13.502000724308443,0.17029033608837607,13.324043891323694,1.7911080298871855
episode_000004_000031,episode_000004,31,grasp_close,0.19182777140470497,107.30718234368535,13.452933034031892,0.16734374165332178,13.220529115467281,1.7848603528166929
episode_000004_000032,episode_000004,32,grasp_close,0.19519228001886169,108.15443011542558,13.509957343063485,0.1697813162234869,13.316117431870515,1.7943598784945842
episode_000004_000033,episode_000004,33,grasp_close,0.19760632435234748,109.15413135432593,13.541452032750474,0.17134784936400627,13.371851651664068,1.795315054778839
episode_000004_000034,episode_000004,34,grasp_close,0.19442011382366764,107.96594904702623,13.493653354929503,0.16904860190213433,13.243121413632222,1.7902297032612553
episode_000004_000035,episode_000004,35,grasp_close,0.1975958699419632,108.98775002245473,13.545190170156804,0.1733091742880305,13.442597390761524,1.7973243386482576
episode_000004_000036,episode_000004,36,grasp_close,0.1954773502513334,108.41994933821229,13.522446948214899,0.16943892096180746,13.361242541995702,1.7970477319871785
episode_000004_000037,episode_000004,37,lift,0.19460621458427807,108.43297725084332,13.510038871043585,0.16968924989640555,13.38932024004361,1.7974440326388712
episode_000004_000038,episode_000004,38,lift,0.1803736745416804,104.58425391665307,13.31826401144839,0.1506583971282981,12.844701732904918,1.769464613591513
episode_000004_000039,episode_000004,39,lift,0.18656032382736332,104.31172482579063,13.436357954023975,0.1456762362905416,13.250884357257892,1.8018036418418766
episode_000004_000040,episode_000004,40,lift,0.18104426306914145,101.4602746588227,13.26543786728368,0.12648135349874612,12.873984104931525,1.7748754104823175
episode_000004_000041,episode_000004,41,lift,0.1474354710598863,85.8474321266793,12.64240363359295,0.10066792095793087,10.81494644227247,1.703469860138436
episode_000004_000042,episode_000004,42,lift,0.15191828926178408,88.64875002488257,12.901373666776417,0.10036114522805983,11.006079613495451,1.740598060540732
episode_000004_000043,episode_000004,43,lift,0.14366561166913072,85.7062738376508,12.624640634552426,0.09418083902591456,10.53691823133501,1.7012676503499407
episode_000004_000044,episode_000004,44,lift,0.1415111828635378,85.12927940382245,12.575801733232204,0.09245786931999989,10.423319680807618,1.6931238267989779
episode_000005_000000,episode_000005,0,hold,0.07042181743121789,59.71541736113569,11.09076853698506,0.02855904493768613,6.445833960161692,1.5740918611978059
episode_000005_000001,episode_000005,1,hold,0.0712231172353609,60.06656595120828,11.121039562013497,0.02912735395088273,6.472364732881443,1.5767497222246027
episode_000005_000002,episode_000005,2,alignment,0.07164140191392465,60.16125325963284,11.172885904559232,0.029622795221251552,6.512244982241303,1.5854725163075187
episode_000005_000003,episode_000005,3,alignment,0.07291332697288855,60.51522355561466,11.209081001165965,0.02984602223195132,6.453641537905932,1.5870908141565063
episode_000005_000004,episode_000005,4,alignment,0.0765015089889931,61.73733613722549,11.417555923641443,0.030730277589865462,6.717509243106545,1.621280844501955
episode_000005_000005,episode_000005,5,alignment,0.07969709807498748,63.12050773826835,11.447996463008268,0.03361112711093783,6.9928836790579325,1.6396952665924842
