frame,episode_id,progress,planner_phase,action_chunk_count,action_first_l2,action_first_translation_l2,action_first_rotation_l2,action_first_gripper_abs,action_chunk_mean_l2,action_chunk_max_l2,real_first_translation_norm,sim_first_translation_norm,translation_direction_cosine,real_first_gripper,sim_first_gripper,vision_backbone_output_pooled_cosine_distance,vision_backbone_output_pooled_l2,vision_backbone_output_token_mean_cosine_distance,vision_backbone_output_token_mean_l2_per_token,projector_output_pooled_cosine_distance,projector_output_pooled_l2,projector_output_token_mean_cosine_distance,projector_output_token_mean_l2_per_token
episode_000001_000026,episode_000001,26,descent_to_grasp,5,0.21484490102742287,0.0006376350534642863,0.0002966562981462184,0.21484375,0.09493613936344455,0.21484490102742287,0.0006993892864664603,9.23928198509336e-05,0.7049318508671705,0.96484375,0.75,0.1723092384613838,95.76575729408222,0.1723092384613838,13.818695725374122,0.11856909777429936,11.96318245721818,0.11856909777429936,1.8535034604911045
episode_000001_000027,episode_000001,27,descent_to_grasp,5,0.19922289855502806,0.0012414841995983107,0.0003341767296649914,0.19921875,0.09097468706570148,0.19922289855502806,0.0007182543498345958,0.0005275820889704584,-0.9857161188903151,0.95703125,0.7578125,0.16410585916638953,94.23524003963385,0.16410585916638953,13.591657529223767,0.11250029571247533,12.08352030760074,0.11250029571247533,1.844294405812373
episode_000001_000028,episode_000001,28,grasp_close,5,0.031703617438525594,0.0052589291876880394,0.0009489586330640773,0.03125,0.00895170152577034,0.031703617438525594,0.0008337270380394454,0.006092026443055714,0.9993479568167033,0.9609375,0.9921875,0.15197393298779815,91.65135026642741,0.15197393298779815,12.867038362136388,0.10379729874588339,11.582251264396824,0.10379729874588339,1.744856388015367
episode_000001_000029,episode_000001,29,grasp_close,5,0.024095724511811443,0.005505004942498176,0.0009911882173338387,0.0234375,0.007440796913528912,0.024095724511811443,0.0008287901505014696,0.0063329912585822,0.9991569775659684,0.96875,0.9921875,0.15059426926709807,91.45358609658823,0.15059426926709807,12.903032788666637,0.10236514880025949,11.659612250747296,0.10236514880025949,1.7558164852915947
episode_000001_000030,episode_000001,30,grasp_close,5,0.013145267172327975,0.005857619481044977,0.001075751590594173,0.01171875,0.005241390681510411,0.013145267172327975,0.0006367256511322866,0.006493638578883307,0.9989990798585163,0.98046875,0.9921875,0.15280247197554098,92.16102938254073,0.15280247197554098,12.873538112658965,0.10229812853838871,11.497572157991291,0.10229812853838871,1.7497575552099305
episode_000001_000031,episode_000001,31,grasp_close,5,0.006352705524101168,0.004973737405930198,0.0006000121917896601,0.00390625,0.0036036090292487265,0.006835698765029645,0.0016410323719469528,0.006614161187843055,0.9997211380917521,0.98828125,0.9921875,0.16813490466170222,96.634299637634,0.16813490466170222,12.981311911639818,0.11251423524991822,11.809185179882768,0.11251423524991822,1.7677034840279913
episode_000001_000032,episode_000001,32,grasp_close,5,0.005929717795778747,0.004431413539093142,0.0005151098141339855,0.00390625,0.003380971684577449,0.005929717795778747,0.0019822740876391976,0.0064133145283275855,0.9998699527580568,0.98828125,0.9921875,0.16415294325907936,95.06140859951455,0.16415294325907936,12.95881067814396,0.10899667296951998,11.615071550496747,0.10899667296951998,1.7657000764911086
episode_000001_000033,episode_000001,33,grasp_close,5,0.0059823744474464015,0.004501630465325034,0.0005151098141339855,0.00390625,0.0033675049870654115,0.0059823744474464015,0.0018718081831298416,0.0063731527940084345,0.9998921338117623,0.98828125,0.9921875,0.16474978829475972,95.34292664968251,0.16474978829475972,12.922619932665658,0.11144019252548365,11.83329929593917,0.11144019252548365,1.7689203252672017
episode_000001_000034,episode_000001,34,grasp_close,5,0.006058127701353318,0.004602166998238737,0.0005120362328260479,0.00390625,0.0033583564279570577,0.006058127701353318,0.0019320784791387229,0.006533836451196058,0.9998508919264528,0.98828125,0.9921875,0.16521031991100255,95.78955452808054,0.16521031991100255,12.898326088389569,0.1101553988246976,11.757615566113554,0.1101553988246976,1.763263895394386
episode_000001_000035,episode_000001,35,grasp_close,5,0.00595231396883494,0.004461604464816487,0.0005151098141339855,0.00390625,0.00332107857317197,0.00595231396883494,0.0019522043548267122,0.0064133145283275855,0.9998238664162711,0.98828125,0.9921875,0.1689928338045743,96.86181273180259,0.1689928338045743,12.9614343338594,0.11300301381856559,12.005525865450128,0.11300301381856559,1.7725828777486392
episode_000001_000036,episode_000001,36,grasp_close,5,0.006115361375760442,0.004672382372750075,0.000554705918894885,0.00390625,0.0034096624885263465,0.006115361375760442,0.001861806997398474,0.0065338008879660065,0.9998507924246501,0.98828125,0.9921875,0.16350902657842692,95.28251746808525,0.16350902657842692,12.897625640759792,0.10925669188012044,11.759322932945564,0.10925669188012044,1.7632765561886532
episode_000001_000037,episode_000001,37,grasp_close,5,0.006196590370734668,0.004782965822212711,0.0005120362328260479,0.00390625,0.0034098594994841002,0.006196590370734668,0.0017915906537558201,0.006573998727592155,0.9997735137371201,0.98828125,0.9921875,0.16755277772605381,96.68891953153395,0.16755277772605381,12.945453788914923,0.11169331597842047,11.901797682902304,0.11169331597842047,1.7688271077776647
episode_000001_000038,episode_000001,38,lift,5,0.006080879295243561,0.004631734644839305,0.0005151098141339855,0.00390625,0.003387223020251605,0.006080879295243561,0.0019429463612396195,0.006573963381628342,0.9997397928891759,0.98828125,0.9921875,0.167567686402458,96.61446378599766,0.167567686402458,12.960458344766606,0.11208252857148215,11.958600958362156,0.11208252857148215,1.7736631430377654
episode_000001_000039,episode_000001,39,lift,5,0.005560539632902408,0.003938697129220801,0.00038402717461953617,0.00390625,0.002997819595259317,0.005560539632902408,0.0023543806268153983,0.006292829925856952,0.9999341174433536,0.98828125,0.9921875,0.165421997121862,95.94697288174902,0.165421997121862,13.042216453055323,0.1087716431422241,11.538679758537086,0.1087716431422241,1.7670607697521863
episode_000001_000040,episode_000001,40,lift,5,0.003281137669607108,0.0032747679468331063,0.0002043509268617205,0.0,0.0024363204749320486,0.0033826607907666917,0.0034201463207966637,0.006694392941210548,0.9999254410457685,0.9921875,0.9921875,0.1542577431297546,91.83011683341242,0.1542577431297546,12.935101395756458,0.09385232131325372,10.767138963210925,0.09385232131325372,1.7502060839068538
episode_000001_000041,episode_000001,41,lift,5,0.0031781563703126617,0.0031743341866841295,0.00015582164614506703,0.0,0.0021285511738053167,0.004044140895727423,0.004724605101693762,0.007898865651434439,0.9999937365571275,0.9921875,0.9921875,0.15156117537566505,89.22843324241855,0.15156117537566505,13.01560409133376,0.09675631507342586,11.766476513512078,0.09675631507342586,1.8482934721419344
episode_000001_000042,episode_000001,42,lift,5,0.006198710746112487,0.004801411434653443,0.00033417672966499156,0.00390625,0.0032982858734756622,0.006198710746112487,0.003137546416456204,0.007938643921044784,0.999939486656101,0.98828125,0.9921875,0.11705262416588869,76.65589212208764,0.11705262416588869,12.461291284361094,0.06270535051351234,7.938655009437216,0.06270535051351234,1.6520895585281108
episode_000001_000043,episode_000001,43,lift,5,0.009455498498125265,0.005313705674635339,0.0003685479634963777,0.0078125,0.005668335185239355,0.009455498498125265,0.0028262274474721233,0.008139521576627489,0.9999049411568943,0.984375,0.9921875,0.12208498804557633,77.96152298012463,0.12208498804557633,12.696388882297,0.06187417108623694,8.353906168711724,0.06187417108623694,1.7066067141824917
episode_000001_000044,episode_000001,44,lift,5,0.01663955360789427,0.005715430170508499,0.00026072444463163305,0.015625,0.006268481883247962,0.01663955360789427,0.0023437147921518057,0.008058853547342901,0.999911819572072,0.9765625,0.9921875,0.11677717390545128,75.9216316002862,0.11677717390545128,12.692106591951768,0.05614350589509076,7.746263507275941,0.05614350589509076,1.7225736700011307
episode_000001_000045,episode_000001,45,lift,5,0.02040115713360152,0.0058863809652595755,0.00029665629814621823,0.01953125,0.007141096362907787,0.02040115713360152,0.0022533497251938073,0.008139504460573061,0.9999273955198451,0.97265625,0.9921875,0.11515701190399441,75.3035565469495,0.11515701190399441,12.670539183705484,0.05514352718302984,7.6074523436807935,0.05514352718302984,1.7253115372399026
episode_000002_000000,episode_000002,0,hold,5,0.4557508500016291,0.005109756532275237,0.01591177324618405,0.4554443359375,0.7715834668403181,0.911734381238218,0.0022836870721880524,0.006845450471297727,0.8304876963305073,0.46484375,0.0093994140625,0.07142687650711166,59.61625191234459,0.07142687650711166,11.01813564634546,0.03188729890172326,6.216420634526599,0.03188729890172326,1.5534889215009307
episode_000002_000001,episode_000002,1,hold,5,0.45656608479053234,0.0053217605000386034,0.016472550292526447,0.45623779296875,0.7732235697479676,0.916940936814543,0.002325616325526018,0.007054884758899396,0.8185173652525795,0.46484375,0.00860595703125,0.07156860200046589,59.68472684754671,0.07156860200046589,11.02574176835613,0.0320405337807077,6.1751056524978125,0.0320405337807077,1.5515861025499478
episode_000002_000002,episode_000002,2,alignment,5,0.4551724231613269,0.005399792543970254,0.01669801498976348,0.454833984375,0.7719745623964481,0.9138350171990975,0.0022745861180190952,0.007114726978585502,0.8229384231298907,0.462890625,0.008056640625,0.07295231345026698,60.25545112017844,0.07295231345026698,11.079207484689233,0.0329172044976932,6.2192021231963475,0.0329172044976932,1.5596772305834616
episode_000002_000003,episode_000002,3,alignment,5,0.44004472294781766,0.005333980306020187,0.01664996847488824,0.439697265625,0.7664222356855166,0.9132594526442899,0.0023228807360837597,0.007141835895809386,0.8424010625664035,0.447265625,0.007568359375,0.07267194136770949,60.1432843689547,0.07267194136770949,11.106571145746917,0.03316376746355543,6.187844028979118,0.03316376746355543,1.5641884280706526
episode_000002_000004,episode_000002,4,alignment,5,0.3819359274008768,0.0049656590185227605,0.01616740583432435,0.381561279296875,0.7269631823155451,0.8872546836897444,0.002495928820860844,0.007140359150956932,0.9133917024914636,0.388671875,0.007110595703125,0.07813469931759931,62.908380008843835,0.07813469931759931,11.42061945653616,0.03535783454714314,6.604007829082783,0.03535783454714314,1.6243702370720676
episode_000002_000005,episode_000002,5,alignment,5,0.3891853994523963,0.004470432303299541,0.013770372991231614,0.388916015625,0.750449995559426,0.9175790919316286,0.0026747813434496253,0.006531152114713335,0.8536535790411721,0.396484375,0.007568359375,0.09262783148415199,68.58212008747289,0.09262783148415199,11.768945922474735,0.04071062514678381,7.199192357169513,0.04071062514678381,1.6771381207745184
episode_000002_000006,episode_000002,6,alignment,5,0.4463519694032068,0.0034239154502977796,0.009945099598092678,0.44622802734375,0.7562483328390552,0.9084554748699494,0.002430888155890766,0.005480220143782967,0.9089923647390976,0.455078125,0.00885009765625,0.09366729538189134,69.22189138221358,0.09366729538189134,11.605100913307872,0.0403436277957504,7.331315233223009,0.0403436277957504,1.6404705707666993
episode_000002_000007,episode_000002,7,alignment,5,0.5168373040161492,0.004622403771789293,0.012617146632579025,0.51666259765625,0.8149067915087562,0.9418450922556202,0.0017964538779393334,0.0056439144027647355,0.6763170195144375,0.52734375,0.01068115234375,0.09638118529872819,70.4883641445622,0.09638118529872819,11.748542574050768,0.03970071714411094,7.651618059810495,0.03970071714411094,1.658215265850787
episode_000002_000008,episode_000002,8,alignment,5,0.45267421051533396,0.0036814800090799226,0.008697021919801155,0.45257568359375,0.7636671864130511,0.9289254900049916,0.0019286231143042325,0.004917736586301574,0.7565230129361795,0.462890625,0.01031494140625,0.11193029588926928,74.60073186342886,0.11193029588926928,12.170736927703878,0.047043476232264125,7.348689523319752,0.047043476232264125,1.68178501973548
episode_000002_000009,episode_000002,9,alignment,5,0.29841895071432667,0.0025716195242129884,0.00637138522520862,0.29833984375,0.6354297707593926,0.8485543519575993,0.002417337259165484,0.004278906030574463,0.8478382201968082,0.306640625,0.00830078125,0.1039392756619748,72.83691437935133,0.1039392756619748,12.046539580335303,0.048332293743410415,8.056628829295889,0.048332293743410415,1.6891317916921986
episode_000002_000010,episode_000002,10,alignment,5,0.2333232007904469,0.0029239093828879476,0.00838096830588369,0.233154296875,0.6082216776924163,0.8249897189329531,0.0023356513017654765,0.004874597416373353,0.9076446092530122,0.2412109375,0.008056640625,0.11003817731783172,75.10125614647617,0.11003817731783172,12.344668587595752,0.04995827668618347,8.13565045127227,0.04995827668618347,1.756994287339468
episode_000002_000011,episode_000002,11,alignment,5,0.37708850699626734,0.0027093401215855964,0.006980302748234295,0.37701416015625,0.707045724693409,0.9064337463465998,0.0016591244370936383,0.0037725588461156707,0.7704223907794134,0.38671875,0.00970458984375,0.10019655198594213,71.13847792918286,0.10019655198594213,11.976790130758351,0.04357942371357315,7.535264239719752,0.04357942371357315,1.7108635801657983
episode_000002_000012,episode_000002,12,alignment,5,0.6348961562591064,0.004084664537755549,0.00845909587738035,0.63482666015625,0.8342419831319766,0.9241253275793834,0.0015410580637351733,0.0036393518856733453,-0.09492299962563194,0.64453125,0.00970458984375,0.08310094966020631,64.64937343824158,0.08310094966020631,11.636293861427985,0.039858408922818445,7.373500917662189,0.039858408922818445,1.67641888691973
episode_000002_000013,episode_000002,13,alignment,5,0.6089924537693143,0.0047424548335575955,0.010309296774293744,0.60888671875,0.8194780715520578,0.9108157166648488,0.0014917116709465782,0.004373412309231613,-0.08729012691195037,0.6171875,0.00830078125,0.08913052843684155,68.43532080035409,0.08913052843684155,11.731265742898968,0.042633210018525824,7.578789295644545,0.042633210018525824,1.6503054046884862
episode_000002_000014,episode_000002,14,alignment,5,0.7039178566825616,0.004487201069838573,0.008058762597842826,0.703857421875,0.8373905626258173,0.9004280658394073,0.0014076230348162256,0.00408358847046157,-0.12855224857489353,0.71484375,0.010986328125,0.10458685392614975,73.40427465884248,0.10458685392614975,12.032658524362255,0.0533714305104066,8.483688850302254,0.0533714305104066,1.6834428026492412
episode_000002_000015,episode_000002,15,alignment,5,0.8161573624334485,0.005052433249518993,0.008145540595001027,0.81610107421875,0.8825002635917769,0.928655571390574,0.0017117933470996239,0.004194903981729014,-0.34812414947751524,0.828125,0.01202392578125,0.09772960689662269,70.71771553532331,0.09772960689662269,11.975301996671641,0.049820359229632794,9.22789867534299,0.049820359229632794,1.6922935586316556
episode_000002_000016,episode_000002,16,alignment,5,0.5649620732570957,0.0033916136600559846,0.008989300791728315,0.56488037109375,0.7105088009921797,0.8186474941389452,0.0018675189635272498,0.0048496893344050634,0.8559271438413931,0.578125,0.01324462890625,0.0982625829772058,69.3735856584852,0.0982625829772058,12.10836804653708,0.04789281340376195,8.741610328535184,0.04789281340376195,1.694976832632874
episode_000002_000017,episode_000002,17,alignment,5,0.3024329834755755,0.002381340466363294,0.005790688473237586,0.3023681640625,0.39297659606878554,0.5644671257638398,0.0034479465924375946,0.005158045822859753,0.9227890206436581,0.31640625,0.0140380859375,0.10922231033469498,73.22756204821194,0.10922231033469498,12.454405827556947,0.05301300563716571,9.564141141767005,0.05301300563716571,1.7636099176558195
episode_000002_000018,episode_000002,18,alignment,5,0.1288277957215491,0.0015420790961676325,0.002976240036028868,0.1287841796875,0.19167491970946376,0.3105518803930112,0.004288207896383513,0.004996954305590036,0.9562327722540712,0.1572265625,0.0284423828125,0.11031252845656492,74.23486299510232,0.11031252845656492,12.555822803815207,0.05495609139940372,9.850025822611713,0.05495609139940372,1.7829063177381121
episode_000002_000019,episode_000002,19,alignment,5,0.14358445989492458,0.0012299816668415668,0.0026525393859055785,0.1435546875,0.24493373280739933,0.373051987748019,0.003967178034782099,0.004775735304306682,0.9773281608875862,0.1796875,0.0361328125,0.1095439069622347,74.45055721406398,0.1095439069622347,12.55190983584019,0.05494258110865957,9.804289264230276,0.05494258110865957,1.7876797462743301
episode_000002_000020,episode_000002,20,alignment,5,0.14262496591925214,0.0009887468011441298,0.0035187433432167757,0.142578125,0.2484047907202734,0.3750058529283156,0.003957763326202029,0.004340437293132274,0.975807417079141,0.181640625,0.0390625,0.10974938104885978,74.49134684912408,0.10974938104885978,12.518637319950313,0.05479555735072483,9.660855454943212,0.05479555735072483,1.7744608652006
episode_000002_000021,episode_000002,21,descent_to_grasp,5,0.11526967049844,0.0007766214025665763,0.0027445608711377575,0.115234375,0.1965456864452577,0.29394959367181767,0.004067144664022037,0.0041097565713978474,0.9820123857226924,0.171875,0.056640625,0.10949016657086674,74.40447978186842,0.10949016657086674,12.520088867116307,0.05440084799439271,9.581373308421337,0.05440084799439271,1.7753404236018326
episode_000002_000022,episode_000002,22,descent_to_grasp,5,0.0678849090392509,0.0005436967427472414,0.0012569416446301606,0.06787109375,0.12808424377772482,0.2168020269533539,0.004388488889245544,0.004234743418091875,0.9926827739701994,0.1279296875,0.06005859375,0.12036050457414627,78.75164479963725,0.12036050457414627,12.756752944719713,0.056055787946744595,10.28831534406083,0.056055787946744595,1.808059472126665
episode_000002_000023,episode_000002,23,descent_to_grasp,5,0.23975414758039879,0.0019152490037010086,0.0004400396273835699,0.23974609375,0.32931046273173303,0.46681640770500377,0.0023677032720028296,0.004179361341034431,0.9804924322207399,0.333984375,0.09423828125,0.1396971292840019,83.83271321847496,0.1396971292840019,13.053090212257782,0.06913228961339013,11.00103067663603,0.06913228961339013,1.8332689817221572
episode_000002_000024,episode_000002,24,descent_to_grasp,5,0.41824456281986633,0.004803767152666405,0.001848313990060743,0.418212890625,0.45848770304049624,0.6289174432978499,0.0021395642895035774,0.0069220282250942195,0.9931054744620178,0.462890625,0.044677734375,0.1538075742049192,89.43620602210926,0.1538075742049192,13.24579347136943,0.0766529614244491,11.126432965110007,0.0766529614244491,1.8092629499407502
episode_000002_000025,episode_000002,25,descent_to_grasp,5,0.8701404079289128,0.006336283773447346,0.0005109165558196564,0.8701171875,0.47551634609455445,0.8701404079289128,0.001494146903655739,0.004874883878830864,-0.9714392576493168,0.97265625,0.1025390625,0.19006333292209865,98.68814824687892,0.19006333292209865,13.83659638345618,0.11922473125394517,12.05126200718276,0.11922473125394517,1.8283410763049188
