frame,vision_backbone_output_before_cosine_distance,vision_backbone_output_progress_after_cosine_distance,vision_backbone_output_before_l2,vision_backbone_output_progress_after_l2,vision_backbone_output_progress_cosine_improvement,vision_backbone_output_progress_l2_improvement,vision_backbone_output_progress_shift_norm,vision_backbone_output_global_after_cosine_distance,vision_backbone_output_phase_after_cosine_distance,projector_output_before_cosine_distance,projector_output_progress_after_cosine_distance,projector_output_before_l2,projector_output_progress_after_l2,projector_output_progress_cosine_improvement,projector_output_progress_l2_improvement,projector_output_progress_shift_norm,projector_output_global_after_cosine_distance,projector_output_phase_after_cosine_distance
000062,0.18056673326458528,0.008803609061607598,90.43836564603583,19.061839369103122,0.17176312420297768,71.37652627693271,88.91725502258876,0.05005352902268605,0.028237693564101017,0.12536237667332184,0.006533486160917423,10.039813233332117,1.9042933897582386,0.11882889051240442,8.135519843573878,10.093033448889773,0.04026742566687782,0.021368143165925273
000063,0.1790912631845537,0.00783398058745255,90.29916947725653,17.99580755518118,0.17125728259710116,72.30336192207534,89.98381157528608,0.05005352902268605,0.028237693564101017,0.12265893563260488,0.006199479530317853,9.83160578356009,1.8931958012957757,0.11645945610228703,7.9384099822643135,10.198615149875831,0.04026742566687782,0.021368143165925273
000064,0.19432223250044567,0.005998139904122457,95.1103256927223,15.83096918731888,0.1883240925963232,79.27935650540341,90.97491262707184,0.05005352902268605,0.028237693564101017,0.13481246492721977,0.00438371446807051,10.654420890554526,1.5302994785373758,0.13042875045914926,9.12412141201715,10.259624198351807,0.04026742566687782,0.021368143165925273
000065,0.19711144943888204,0.0035317168598479887,95.29546269889074,12.140042271661757,0.19357973257903405,83.15542042722899,92.01866932269024,0.05005352902268605,0.028237693564101017,0.13610411495869545,0.0026002332070430567,10.607888504519224,1.1654342452448367,0.1335038817516524,9.442454259274387,10.353642976926498,0.04026742566687782,0.021368143165925273
000066,0.19933773720833337,0.003173182814444897,95.61514795937723,11.753356876198065,0.19616455439388847,83.86179108317916,92.9230304718765,0.05005352902268605,0.028237693564101017,0.13378379429339182,0.0022776416358250007,10.357259629607325,1.13446102096567,0.13150615265756682,9.222798608641655,10.378483658386834,0.04026742566687782,0.021368143165925273
000067,0.20194229930077923,0.0018763371814841667,96.49408320466858,9.020059101638763,0.20006596211929506,87.47402410302982,93.78937382304802,0.05005352902268605,0.028237693564101017,0.13569379070851495,0.001319457209366659,10.496046793448631,0.84916579303382,0.1343743334991483,9.646881000414812,10.35863521977687,0.04026742566687782,0.021368143165925273
000068,0.19956079831652018,0.002026041672627099,95.79315911371187,9.369000254447874,0.19753475664389308,86.424158859264,94.57411212216024,0.05005352902268605,0.028237693564101017,0.1361005614112829,0.0017085814652666453,10.488876038757315,0.9676461554698861,0.13439197994601626,9.521229883287429,10.399393307296457,0.04026742566687782,0.021368143165925273
000069,0.1973391915506273,0.002492674801679806,95.16080026906523,10.30277411323423,0.19484651674894748,84.858026155831,95.19843426562042,0.05005352902268605,0.028237693564101017,0.1347488203425884,0.0020825995042740297,10.510778978178738,1.0425698181332448,0.13266622083831436,9.468209160045493,10.436006955569477,0.04026742566687782,0.021368143165925273
000070,0.20606194684019286,0.003578905044543612,98.01162108215924,12.348818281750265,0.20248304179564924,85.66280280040897,95.48780349973892,0.05005352902268605,0.028237693564101017,0.1418993310783615,0.0036206856572805757,11.185932844102467,1.568122463278571,0.13827864542108093,9.617810380823895,10.402212234035344,0.04026742566687782,0.021368143165925273
000071,0.20014241592686322,0.005031352790545007,96.76118505408084,14.797827852843879,0.1951110631363182,81.96335720123696,95.63400994162981,0.05005352902268605,0.028237693564101017,0.13242040812516265,0.003450909618489928,10.750019516033834,1.4450649230980896,0.12896949850667272,9.304954592935745,10.374256744794126,0.04026742566687782,0.021368143165925273
000072,0.2065802718641937,0.006398527370130247,98.67680170624895,16.817050255445494,0.20018174449406345,81.85975145080346,95.55563450308668,0.05005352902268605,0.028237693564101017,0.13439858273912964,0.004944105584072767,10.506124280771052,1.7052936870475686,0.12945447715505687,8.800830593723484,10.383656428478528,0.04026742566687782,0.021368143165925273
000073,0.20252034455940426,0.006505266998230841,97.76695220959947,16.950977010112535,0.19601507756117342,80.81597519948693,95.35681755236234,0.05005352902268605,0.028237693564101017,0.1341960500563798,0.004975169058206941,10.386247165407573,1.6714108667211718,0.12922088099817286,8.714836298686402,10.37134875292505,0.04026742566687782,0.021368143165925273
000074,0.1992344699185683,0.007462563080033235,97.5650533080216,18.326917876032383,0.19177190683853507,79.23813543198922,95.2988869507787,0.05005352902268605,0.028237693564101017,0.13231008339985106,0.0062817954333279635,10.29123547962746,1.85738079095808,0.1260282879665231,8.43385468866938,10.374991213450551,0.04026742566687782,0.021368143165925273
000075,0.21485390699658324,0.007399883823008935,100.7650457522267,18.153377507726177,0.2074540231735743,82.61166824450052,95.47065651962033,0.05005352902268605,0.028237693564101017,0.15094644892377407,0.006396129208427026,10.487965609166999,1.8909368667348188,0.14455031971534704,8.59702874243218,10.366649527674392,0.04026742566687782,0.021368143165925273
000076,0.21470296180267046,0.0082414898226576,101.35468959668977,19.302176876579278,0.20646147198001286,82.05251272011049,95.66815922308024,0.05005352902268605,0.028237693564101017,0.14788797217540728,0.006515069820914765,10.6598475450127,1.8471386703193524,0.1413729023544925,8.812708874693348,10.280309683633115,0.04026742566687782,0.021368143165925273
000077,0.2027819160345351,0.0075120130042362065,98.8551698677209,18.53957833915845,0.1952699030302989,80.31559152856245,95.85628245105588,0.05005352902268605,0.028237693564101017,0.1498283756820652,0.006639964561295564,10.838331419008293,1.9264121793579332,0.14318841112076963,8.91191923965036,10.217885504272312,0.04026742566687782,0.021368143165925273
000078,0.1945411419171248,0.006928906850850458,97.49900176835698,18.020856649920642,0.18761223506627434,79.47814511843633,96.03776492667616,0.05005352902268605,0.028237693564101017,0.14507145404134902,0.005700095366318436,10.671068245945978,1.8676174011084974,0.1393713586750306,8.803450844837482,10.19232454398509,0.04026742566687782,0.021368143165925273
000079,0.19294126349505147,0.008283037081440514,97.56223628516302,20.086150543090493,0.18465822641361096,77.47608574207253,96.24408340298375,0.05005352902268605,0.028237693564101017,0.14480490874267404,0.005989062955131685,10.703776661688002,1.984814467176039,0.13881584578754236,8.718962194511963,10.168309932138852,0.04026742566687782,0.021368143165925273
000080,0.19599142596470276,0.007338791195250938,98.06155812842024,18.794071316213408,0.18865263476945182,79.26748681220684,96.53376709253497,0.05005352902268605,0.028237693564101017,0.15252937623888463,0.005195497917312775,10.457087177695374,1.7173708336252391,0.14733387832157185,8.739716344070136,10.159891258687592,0.04026742566687782,0.021368143165925273
000081,0.2086465786643915,0.00946989520237218,101.48052903456335,21.428207013916417,0.19917668346201933,80.05232202064693,96.5769796415976,0.05005352902268605,0.028237693564101017,0.16038070435889062,0.0077093184628942435,10.389541070941608,2.0158859235428688,0.15267138589599638,8.37365514739874,10.14799678182535,0.04026742566687782,0.021368143165925273
000082,0.19853798584212679,0.006264407357133739,99.49203838223326,17.566000571356184,0.19227357848499305,81.92603781087708,96.64763090558492,0.05005352902268605,0.028237693564101017,0.1538967574755693,0.0050848073010115735,10.216133262425073,1.6865748511811243,0.14881195017455773,8.529558411243949,10.154950400683193,0.04026742566687782,0.021368143165925273
000083,0.20065954830713528,0.006683773969743845,101.02301736778738,18.457728779295195,0.19397577433739144,82.56528858849218,96.96256792401441,0.05005352902268605,0.028237693564101017,0.15404294573288013,0.005273243411813788,10.391545931748364,1.8877542853630196,0.14876970232106634,8.503791646385345,10.135747666937798,0.04026742566687782,0.021368143165925273
