frame,episode_id,progress,planner_phase,method,token_count,tokens,delta_hidden_norm,hidden_shift_norm,hidden_after_gap,repr_gap_reduction_ratio,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2,gap_to_sim_first_l2,gap_to_sim_first_translation_l2,gap_to_sim_first_rotation_l2,gap_to_sim_first_gripper_abs,gap_to_sim_chunk_mean_l2,gap_to_sim_chunk_max_l2,action_gap_reduction,action_gap_reduction_ratio
episode_000001_000001,episode_000001,1,hold,top5,5,"4,3,1,9,10",238.02088628054506,135.94335640865495,195.38000448900996,0.17914764732568933,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.03270977832327406,0.0014178743061301561,0.004406907040217901,0.03238052502274513,0.3586544247737633,0.7008262429074911,0.05648911645197724,0.13607128822283768
episode_000001_000001,episode_000001,1,hold,top10,10,"4,3,1,9,10,5,0,11,12,2",238.02088628054506,174.0839577458183,162.3228818168538,0.31803093269079447,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.004125884030965545,0.00034034633506486523,0.0008941673075876333,0.004013421013951302,0.3346261368528685,0.7008262429331715,0.08051740437287203,0.19395075769488962
episode_000001_000001,episode_000001,1,hold,top15,15,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18",238.02088628054506,187.41937633533936,146.72395741612402,0.38356688058380406,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.004125884030965545,0.00034034633506486523,0.0008941673075876333,0.004013421013951302,0.2745590632849626,0.7008262429331715,0.14058447794077794,0.33864064830610724
episode_000001_000001,episode_000001,1,hold,top20,20,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18,15,14,6,19,20",238.02088628054506,197.17421160153887,133.3276887412653,0.43984878459734145,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,7.955650579094413e-05,7.827715234519714e-06,6.042715750972454e-05,5.115196108818054e-05,0.24417176048226033,0.7008262429074911,0.1709717807434802,0.41183774710470983
episode_000001_000001,episode_000001,1,hold,bottom5,5,"30,29,31,34,28",238.02088628054506,87.2676633209378,221.44592397305397,0.06963658763943469,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.1638411495133156,0.0031011237406662574,0.010290584308934014,0.1634882539510727,0.30035238786291896,0.5125260283217606,0.11479115336282159,0.27650954901982244
episode_000001_000001,episode_000001,1,hold,bottom10,10,"30,29,31,34,28,33,32,26,23,24",238.02088628054506,119.3764661013636,205.92037695897446,0.13486425423916412,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.16384114951432158,0.0031011237938145648,0.010290584308934014,0.1634882539510727,0.21160468428771603,0.4119426895909264,0.2035388569380245,0.4902854957999869
episode_000001_000001,episode_000001,1,hold,all35_full_delta,35,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18,15,14,6,19,20,25,21,27,7,22,24,23,26,32,33,28,34,31,29,30",238.02088628054506,238.02088628054506,0.0,1.0,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,7.955802968504603e-05,7.82761811542031e-06,6.042917638723097e-05,5.115196108818054e-05,0.00021271030494051215,0.0003487780201414306,0.4149308309208,0.9994876222708114
episode_000001_000002,episode_000001,2,alignment,no_correction,0,,241.32925284134072,0.0,241.32925284134072,0.0,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.1681674354081715,0.0032916164321999996,0.010795786430389585,0.16778826713562012,0.4299229759321278,0.718432318284468,4.841255962084734e-05,0.00011259483983496822
episode_000001_000002,episode_000001,2,alignment,top1,1,4,241.32925284134072,61.97055560424862,233.23691499216088,0.03353235363679703,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.09578785162957852,0.002276271079242435,0.007881690835206148,0.09543589502573013,0.41544705918284003,0.718432318316622,0.014524329308908623,0.03377975767145109
episode_000001_000002,episode_000001,2,alignment,top2,2,"4,3",241.32925284134072,93.36954849300477,222.53524595257304,0.07787703590630846,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.05666865985227393,0.0021417477792909333,0.0066587245767121455,0.05623532086610794,0.4076232208333227,0.718432318316622,0.022348167658425955,0.05197594132209294
episode_000001_000002,episode_000001,2,alignment,top3,3,"4,3,1",241.32925284134072,121.10663571499009,208.741445484016,0.1350346341093975,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.0317266636618688,0.0014733426275110651,0.004569768546576568,0.03136124461889267,0.4026348215928472,0.718432318316622,0.02733656689890146,0.06357764174679745
episode_000001_000002,episode_000001,2,alignment,top5,5,"4,3,1,9,10",241.32925284134072,137.96042717627193,198.00689081519434,0.17951558510243346,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.0317266636618688,0.0014733426275110651,0.004569768546576568,0.03136124461889267,0.37075259929065424,0.718432318316622,0.05921878920109441,0.1377272785727017
episode_000001_000002,episode_000001,2,alignment,top10,10,"4,3,1,9,10,5,0,11,12,2",241.32925284134072,177.01950119720394,164.02409723224466,0.32033064661215976,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.0038626561676771776,0.0003366784725305466,0.0009886030457655994,0.0037187933921813965,0.3463554614788107,0.718432318284468,0.08361592701293796,0.19446858384285862
episode_000001_000002,episode_000001,2,alignment,top15,15,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18",241.32925284134072,190.39942030127725,148.28307059775003,0.3855569979523489,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.0038626561676771776,0.0003366784725305466,0.0009886030457655994,0.0037187933921813965,0.283578484111766,0.718432318284468,0.14639290437998265,0.3404712692477025
episode_000001_000002,episode_000001,2,alignment,top20,20,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18,15,14,6,19,20",241.32925284134072,200.2974378896387,134.61331528420976,0.4422005882034126,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.00011324176642776958,3.711343846688639e-05,1.2268319386297063e-05,0.00010628160089254379,0.25281064367562883,0.718432318316622,0.17716074481611982,0.412029147887173
episode_000001_000002,episode_000001,2,alignment,bottom5,5,"30,29,31,34,28",241.32925284134072,87.67062256060542,224.84143349657688,0.06832084859436237,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.16816743524099914,0.0032916175162963305,0.010795783495783596,0.16778826713562012,0.3117882616731385,0.5382327982660824,0.11818312681861015,0.2748627699000445
episode_000001_000002,episode_000001,2,alignment,bottom10,10,"30,29,31,34,28,33,32,26,23,24",241.32925284134072,120.51820956955406,209.08172908962848,0.133624595327915,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.1681674354081715,0.0032916164321999996,0.010795786430389585,0.16778826713562012,0.21962483015303733,0.428617219938217,0.21034655833871133,0.48921059393408445
episode_000001_000002,episode_000001,2,alignment,all35_full_delta,35,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18,15,14,6,19,20,25,21,27,7,22,24,23,26,32,33,28,34,31,29,30",241.32925284134072,241.32925284134072,0.0,1.0,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.00011324181096942683,3.711373016374952e-05,1.226784808700456e-05,0.00010628160089254379,0.0001685341893766216,0.00030206515901108714,0.42980285430237203,0.9996080339439147
episode_000001_000003,episode_000001,3,alignment,no_correction,0,,238.1630266000313,0.0,238.1630266000313,0.0,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.1619338857257505,0.003040649442920659,0.010417148703678304,0.16156986355781555,0.4172927499168644,0.7007217968152966,0.0014615271378757844,0.0034901784123979977
episode_000001_000003,episode_000001,3,alignment,top1,1,4,238.1630266000313,61.14217175840476,230.18093333713142,0.03351524951983801,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.09455866696843078,0.002092796620540198,0.007583127825057474,0.09423087537288666,0.4038177061617372,0.7007217967969802,0.014936570893002987,0.03566905870922115
episode_000001_000003,episode_000001,3,alignment,top2,2,"4,3",238.1630266000313,92.78758735694794,219.3446850775372,0.07901453802943739,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.05595498169119547,0.0019779146968748954,0.006363971046182559,0.055556707084178925,0.3960969691196265,0.7007217967969802,0.02265730793511367,0.05410645138832068
episode_000001_000003,episode_000001,3,alignment,top3,3,"4,3,1",238.1630266000313,119.45951786037254,206.036527906715,0.1348928889254889,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.03181690893880046,0.0013714108326076727,0.004435795223997873,0.03147631883621216,0.39126935456321793,0.7007217967969802,0.027484922491522235,0.06563496541416666
episode_000001_000003,episode_000001,3,alignment,top5,5,"4,3,1,9,10",238.1630266000313,135.9302216950131,195.56227158946533,0.17887224402009833,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.03181690893880046,0.0013714108326076727,0.004435795223997873,0.03147631883621216,0.3613252622869065,0.7007217967969802,0.057429014767833686,0.13714251510875072
episode_000001_000003,episode_000001,3,alignment,top10,10,"4,3,1,9,10,5,0,11,12,2",238.1630266000313,173.5974499621937,163.0507669589777,0.31538169762679574,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.004080846284542663,0.000322865349843819,0.0009529464266250053,0.003954865038394928,0.3374104465418379,0.7007217968152966,0.08134383051290228,0.19425193955038433
episode_000001_000003,episode_000001,3,alignment,top15,15,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18",238.1630266000313,186.92126592592277,147.58749128546657,0.38030896990017016,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.004080846284542663,0.000322865349843819,0.0009529464266250053,0.003954865038394928,0.276836626432714,0.7007217968152966,0.14191765062202616,0.33890436085856257
episode_000001_000003,episode_000001,3,alignment,top20,20,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18,15,14,6,19,20",238.1630266000313,196.80465978351415,134.1251398015393,0.4368347525798462,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,5.733540074882634e-05,4.499845297154296e-05,3.552968962012952e-05,3.5855919122695923e-07,0.246168817400447,0.7007217967969802,0.17258545965429317,0.41214017172111783
episode_000001_000003,episode_000001,3,alignment,bottom5,5,"30,29,31,34,28",238.1630266000313,87.6961847322459,221.42946150567906,0.07026096927485902,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.161933885575083,0.0030406496008937955,0.01041714631545187,0.16156986355781555,0.3032439610941303,0.5230498722430718,0.11551031596060984,0.2758427132327777
episode_000001_000003,episode_000001,3,alignment,bottom10,10,"30,29,31,34,28,33,32,26,23,24",238.1630266000313,120.11080902115452,205.65753279559434,0.13648421532291982,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.1619338857257505,0.003040649442920659,0.010417148703678304,0.16156986355781555,0.21294149365709197,0.41661149407027215,0.2058127833976482,0.49148819409131445
episode_000001_000003,episode_000001,3,alignment,all35_full_delta,35,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18,15,14,6,19,20,25,21,27,7,22,24,23,26,32,33,28,34,31,29,30",238.1630266000313,238.1630266000313,0.0,1.0,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,5.733571815057458e-05,4.4998484011885176e-05,3.5530162507095685e-05,3.5855919122695923e-07,0.0001440806474653066,0.00035182429935345824,0.41861019640727487,0.9996559303263034
episode_000001_000004,episode_000001,4,alignment,no_correction,0,,238.1177236652101,0.0,238.1177236652101,0.0,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.189798163792116,0.002877947368967012,0.009668453986348456,0.1895298957824707,0.4983690165461205,0.7547789991177203,-0.0003168007650407034,-0.0006360794209978057
episode_000001_000004,episode_000001,4,alignment,top1,1,4,238.1177236652101,60.914334578131324,230.1944703210849,0.033274521619672294,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.11134585564815803,0.0019966151477920587,0.006850850680854191,0.11111696064472198,0.4826785549131224,0.7547789990966878,0.015373660867957384,0.030867568461365742
episode_000001_000004,episode_000001,4,alignment,top2,2,"4,3",238.1177236652101,92.46829885073358,219.43031702832857,0.07847969629995175,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.0662020925905111,0.0018740122833064469,0.005672629063714357,0.06593198329210281,0.47364980229481085,0.7547789990966878,0.024402413486268926,0.048995693047965624
episode_000001_000004,episode_000001,4,alignment,top3,3,"4,3,1",238.1177236652101,121.71757618043605,204.65796337367647,0.14051772281586877,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.03774924204811756,0.0012875604552603512,0.004008892541765637,0.03751368075609207,0.4679592321823546,0.7547789990966878,0.030092983598725198,0.06042134267293904
episode_000001_000004,episode_000001,4,alignment,top5,5,"4,3,1,9,10",238.1177236652101,136.74199555971526,194.94018819588786,0.18132852441521402,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.03774924204811756,0.0012875604552603512,0.004008892541765637,0.03751368075609207,0.4272999615664192,0.7547789990966878,0.07075225421466058,0.1420579047192914
episode_000001_000004,episode_000001,4,alignment,top10,10,"4,3,1,9,10,5,0,11,12,2",238.1177236652101,174.86034541647578,161.6289266323703,0.3212226114691986,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.004602844709143991,0.00028548569772454305,0.0008064753120459764,0.004522640258073807,0.3961440634627133,0.7547789991177203,0.10190815231836647,0.2046133901011706
episode_000001_000004,episode_000001,4,alignment,top15,15,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18",238.1177236652101,188.4007500135784,145.6200800639201,0.38845341782008747,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.004602844709143991,0.00028548569772454305,0.0008064753120459764,0.004522640258073807,0.3193533454808782,0.7547789991177203,0.1786988703002016,0.3587954528421357
episode_000001_000004,episode_000001,4,alignment,top20,20,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18,15,14,6,19,20",238.1177236652101,198.63681707328044,131.31437555156512,0.4485317030151391,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.00013513828475045147,4.219039917249224e-05,5.14691138714058e-05,0.00011761486530303955,0.2788882570367849,0.7547789990966878,0.2191639587442949,0.44004213172827045
episode_000001_000004,episode_000001,4,alignment,bottom5,5,"30,29,31,34,28",238.1177236652101,85.90534553154764,222.0817910874432,0.06734455684749097,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.18979816388610432,0.0028779474218348206,0.009668455815665005,0.1895298957824707,0.38577698060556675,0.6313690447520697,0.11227523517551302,0.22542864305790764
episode_000001_000004,episode_000001,4,alignment,bottom10,10,"30,29,31,34,28,33,32,26,23,24",238.1177236652101,116.48421156221343,207.68119505682466,0.12782134878451437,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.189798163792116,0.002877947368967012,0.009668453986348456,0.1895298957824707,0.2790965836493323,0.5345786511728542,0.21895563213174746,0.43962384905439317
episode_000001_000004,episode_000001,4,alignment,all35_full_delta,35,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18,15,14,6,19,20,25,21,27,7,22,24,23,26,32,33,28,34,31,29,30",238.1177236652101,238.1177236652101,0.0,1.0,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.00013513777741958467,4.2188862991579893e-05,5.146904103566309e-05,0.00011761486530303955,0.0001483872337388802,0.00026302001690189366,0.4979038285473409,0.9997020649059734
episode_000001_000005,episode_000001,5,alignment,no_correction,0,,226.62341321196175,0.0,226.62341321196175,0.0,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.23287856573507965,0.0029804165884331707,0.009323493284346465,0.2326727658510208,0.586297432888412,0.7952620912776046,5.1638030100886745e-05,8.806704514768998e-05
episode_000001_000005,episode_000001,5,alignment,top1,1,4,226.62341321196175,57.34315297259999,219.24856720854655,0.03254229516222792,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.1416783323144648,0.0021936907738892473,0.006592571183013321,0.14150786399841309,0.5680573862057392,0.7952620912848564,0.018291684712773648,0.03119589613081473
episode_000001_000005,episode_000001,5,alignment,top2,2,"4,3",226.62341321196175,87.302730564744,209.13250501005163,0.07718049937563513,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.08203533908436365,0.0019467471557018917,0.0053193658314436695,0.08183954656124115,0.5561287875559919,0.7952620912848564,0.030220283362520917,0.05153974801252946
episode_000001_000005,episode_000001,5,alignment,top3,3,"4,3,1",226.62341321196175,113.86883884671914,195.93891638860174,0.1353986174176129,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.04618617368628851,0.001370348602896364,0.003868152128996179,0.04600350186228752,0.5489589544754728,0.7952620912848564,0.03739011644304002,0.06376767406566979
episode_000001_000005,episode_000001,5,alignment,top5,5,"4,3,1,9,10",226.62341321196175,128.79007878160934,186.47060632514288,0.177178546195771,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.04618617368628851,0.001370348602896364,0.003868152128996179,0.04600350186228752,0.49699806361622134,0.7952620912848564,0.08935100730229151,0.15238534813796772
episode_000001_000005,episode_000001,5,alignment,top10,10,"4,3,1,9,10,5,0,11,12,2",226.62341321196175,165.2233878759204,155.11093937773288,0.31555642385168287,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.006127794949839985,0.0003568244301500483,0.001019893358984473,0.006031779572367668,0.4571048646065079,0.7952620912776046,0.12924420631200495,0.22042195122701322
episode_000001_000005,episode_000001,5,alignment,top15,15,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18",226.62341321196175,179.21982774682,138.70264870664772,0.3879597578167327,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.006127794949839985,0.0003568244301500483,0.001019893358984473,0.006031779572367668,0.36179725309708627,0.7952620912776046,0.22455181782142658,0.38296610152322286
episode_000001_000005,episode_000001,5,alignment,top20,20,"4,3,1,9,10,5,0,11,12,2,13,8,17,16,18,15,14,6,19,20",226.62341321196175,189.67687175060823,124.01957804614106,0.4527503743395433,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.00017987503825467967,1.2212069829435016e-05,2.7786079141163618e-05,0.00017729587852954865,0.30664036387299365,0.7952620912848564,0.2797087070455192,0.47703445083891227
episode_000001_000005,episode_000001,5,alignment,bottom5,5,"30,29,31,34,28",226.62341321196175,78.43481914235427,212.61738066758733,0.06180311357006403,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.23287856574273044,0.002980418165878306,0.009323492971187106,0.2326727658510208,0.4662751651544698,0.7258618828975698,0.12007390576404303,0.20478229048090393
episode_000001_000005,episode_000001,5,alignment,bottom10,10,"30,29,31,34,28,33,32,26,23,24",226.62341321196175,108.2869497428362,199.07814528780406,0.12154643482663678,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.23287856573507965,0.0029804165884331707,0.009323493284346465,0.2326727658510208,0.35266333620602397,0.6760932880650831,0.23368573471248888,0.39854371108053666
