frame,episode_id,progress,planner_phase,delta_hidden_norm,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2
episode_000002_000012,episode_000002,12,alignment,246.86297607421875,0.6348961562591064,0.004084664537755549,0.00845909587738035,0.63482666015625,0.8342419831319766,0.9241253275793834
episode_000002_000013,episode_000002,13,alignment,236.68507385253906,0.6089924537693143,0.0047424548335575955,0.010309296774293744,0.60888671875,0.8194780715520578,0.9108157166648488
episode_000002_000014,episode_000002,14,alignment,269.31634521484375,0.7039178566825616,0.004487201069838573,0.008058762597842826,0.703857421875,0.8373905626258173,0.9004280658394073
episode_000002_000015,episode_000002,15,alignment,294.0390625,0.8161573624334485,0.005052433249518993,0.008145540595001027,0.81610107421875,0.8825002635917769,0.928655571390574
episode_000002_000016,episode_000002,16,alignment,292.9372253417969,0.5649620732570957,0.0033916136600559846,0.008989300791728315,0.56488037109375,0.7105088009921797,0.8186474941389452
episode_000002_000017,episode_000002,17,alignment,280.09051513671875,0.3024329834755755,0.002381340466363294,0.005790688473237586,0.3023681640625,0.39297659606878554,0.5644671257638398
episode_000002_000018,episode_000002,18,alignment,257.9763488769531,0.1288277957215491,0.0015420790961676325,0.002976240036028868,0.1287841796875,0.19167491970946376,0.3105518803930112
episode_000002_000019,episode_000002,19,alignment,251.89358520507812,0.14358445989492458,0.0012299816668415668,0.0026525393859055785,0.1435546875,0.24493373280739933,0.373051987748019
episode_000002_000020,episode_000002,20,alignment,250.7935333251953,0.14262496591925214,0.0009887468011441298,0.0035187433432167757,0.142578125,0.2484047907202734,0.3750058529283156
episode_000002_000021,episode_000002,21,descent_to_grasp,246.6360321044922,0.11526967049844,0.0007766214025665763,0.0027445608711377575,0.115234375,0.1965456864452577,0.29394959367181767
episode_000002_000022,episode_000002,22,descent_to_grasp,254.14544677734375,0.0678849090392509,0.0005436967427472414,0.0012569416446301606,0.06787109375,0.12808424377772482,0.2168020269533539
episode_000002_000023,episode_000002,23,descent_to_grasp,256.29376220703125,0.23975414758039879,0.0019152490037010086,0.0004400396273835699,0.23974609375,0.32931046273173303,0.46681640770500377
episode_000002_000024,episode_000002,24,descent_to_grasp,283.003662109375,0.41824456281986633,0.004803767152666405,0.001848313990060743,0.418212890625,0.45848770304049624,0.6289174432978499
episode_000002_000025,episode_000002,25,descent_to_grasp,327.95361328125,0.8701404079289128,0.006336283773447346,0.0005109165558196564,0.8701171875,0.47551634609455445,0.8701404079289128
episode_000002_000026,episode_000002,26,descent_to_grasp,330.3611755371094,0.4941476981248553,0.002615175965812459,0.00038876904503214107,0.494140625,0.20867059953060935,0.4941476981248553
episode_000002_000027,episode_000002,27,descent_to_grasp,321.8695068359375,0.39844243682156616,0.0019486210088066073,0.00037004083798042737,0.3984375,0.15142065594590262,0.39844243682156616
episode_000002_000028,episode_000002,28,descent_to_grasp,326.7615051269531,0.3984448644882386,0.0024023227907415423,0.0003122114826542965,0.3984375,0.15288196148514105,0.3984448644882386
episode_000002_000029,episode_000002,29,grasp_close,287.0749206542969,0.01598212136838908,0.0033027656800346844,0.000615887405865649,0.015625,0.0056779662587917714,0.01598212136838908
episode_000002_000030,episode_000002,30,grasp_close,300.5173645019531,0.008589829217702129,0.0035199424866030025,0.0006000121917896599,0.0078125,0.003969817308650965,0.00898308955525665
episode_000002_000031,episode_000002,31,grasp_close,288.1410827636719,0.005141052182263624,0.003332214165120407,0.00026072444463163305,0.00390625,0.0031984486192701334,0.007406189199789803
episode_000002_000032,episode_000002,32,grasp_close,282.92828369140625,0.0029699486544906483,0.0029681905573907316,0.0001021754634308593,0.0,0.0023845379211732843,0.0061169920639216726
episode_000002_000033,episode_000002,33,grasp_close,275.017333984375,0.0029574049671724665,0.0029556394087454354,0.0001021754634308593,0.0,0.0023422383810244155,0.006085115597531836
episode_000002_000034,episode_000002,34,grasp_close,274.9006652832031,0.002585278075444694,0.002581495572628713,0.0001397974816417537,0.0,0.0021842748951799522,0.00596123804053167
episode_000002_000035,episode_000002,35,grasp_close,278.4355163574219,0.0028745884544875196,0.0028727719988446065,0.0001021754634308593,0.0,0.003017154377242551,0.0062392805949459925
episode_000002_000036,episode_000002,36,grasp_close,279.0311584472656,0.0028519259890790053,0.0028476659673804623,0.00015582164614506703,0.0,0.0028643692330826338,0.005905842303382653
episode_000002_000037,episode_000002,37,grasp_close,275.3081359863281,0.0030199264680302973,0.0030159037595557637,0.00015582164614506703,0.0,0.0028694553874829406,0.005935424165709194
episode_000002_000038,episode_000002,38,grasp_close,280.9593200683594,0.002928079501034662,0.0029229962491670084,0.00017246011636026996,0.0,0.0030180379153396525,0.006178396104996957
episode_000002_000039,episode_000002,39,lift,279.7826843261719,0.0028068851759522058,0.0027999568547924414,0.00019709389204402924,0.0,0.0029977885011222673,0.006178379162345671
episode_000002_000040,episode_000002,40,lift,279.544677734375,0.0031791764816930363,0.003174094335572313,0.00017968931698314296,0.0,0.0032291888772552173,0.006481934763687545
episode_000002_000041,episode_000002,41,lift,263.2777404785156,0.0029774262291562756,0.002953994301243652,0.000372806408592698,0.0,0.002855179201988185,0.004781099891473162
episode_000002_000042,episode_000002,42,lift,249.794189453125,0.0012643555858141136,0.0012272830265009974,0.00030392666918502276,0.0,0.0029612122178691914,0.004414900650656591
episode_000002_000043,episode_000002,43,lift,256.05572509765625,0.005931221674163993,0.004440278323636173,0.00045224981395182326,0.00390625,0.004395119055602555,0.006560424429446287
episode_000002_000044,episode_000002,44,lift,260.163330078125,0.006589283881332313,0.005303544546399886,0.00017968931698314405,0.00390625,0.00424427465691111,0.006589283881332313
episode_000002_000045,episode_000002,45,lift,261.47210693359375,0.006687167833799369,0.0054240739829596605,0.0001970938920440295,0.00390625,0.003404627021053331,0.006687167833799369
episode_000002_000046,episode_000002,46,lift,263.21319580078125,0.006851915263519519,0.005625089924881141,0.00021981140314469443,0.00390625,0.0034011062262814208,0.006851915263519519
episode_000003_000000,episode_000003,0,hold,271.124267578125,0.536942588836194,0.004068697799104318,0.014055790141779533,0.5367431640625,0.7753867323415478,0.9021746601546385
episode_000003_000001,episode_000003,1,hold,278.0519714355469,0.536111852517585,0.004259709764875762,0.014869587707949347,0.535888671875,0.7823343952964581,0.9185493581927774
episode_000003_000002,episode_000003,2,alignment,286.29205322265625,0.5578133579588259,0.004672679741723348,0.01628021391031493,0.55755615234375,0.7985990324258561,0.9311401773989714
episode_000003_000003,episode_000003,3,alignment,291.9690246582031,0.5586392331260572,0.004863156625661643,0.017316356605490968,0.558349609375,0.8015966139853878,0.9361728025039912
episode_000003_000004,episode_000003,4,alignment,318.64361572265625,0.6101807719782607,0.0056135824340183904,0.019825804815083194,0.609832763671875,0.8330550517488975,0.9426924007444215
episode_000003_000005,episode_000003,5,alignment,321.0835266113281,0.6510702377101019,0.005822303598191897,0.019341553539275528,0.6507568359375,0.8680717065400758,0.9513070037367514
episode_000003_000006,episode_000003,6,alignment,310.83782958984375,0.6489743960152372,0.005625490324012168,0.018661448443642592,0.648681640625,0.8743516646454005,0.9632956294832341
episode_000003_000007,episode_000003,7,alignment,263.4054260253906,0.7103061849246133,0.004548862842705508,0.01108743407916508,0.710205078125,0.8660199426403785,0.9265973543005049
episode_000003_000008,episode_000003,8,alignment,265.7477111816406,0.8230000346653167,0.005037883354122173,0.013371760794099291,0.8228759765625,0.9119512788505209,0.9518460097793542
episode_000003_000009,episode_000003,9,alignment,264.9215087890625,0.803768989409392,0.005386643992798736,0.01274389522756805,0.80364990234375,0.8858504617917775,0.9268119635772801
episode_000003_000010,episode_000003,10,alignment,273.87274169921875,0.8637425443300342,0.008182955822225186,0.01755340040202146,0.863525390625,0.8886710184878746,0.9229054042136641
episode_000003_000011,episode_000003,11,alignment,291.3753967285156,0.8776806600121978,0.008727936128072355,0.018540299037879897,0.87744140625,0.9027898461812874,0.9260717910443601
episode_000003_000012,episode_000003,12,alignment,291.4136047363281,0.7251222425818942,0.007328784107897664,0.015730533243147365,0.72491455078125,0.8505852555615261,0.910471428468546
episode_000003_000013,episode_000003,13,alignment,285.4739074707031,0.735577403968355,0.006106993196360654,0.014322467364626225,0.73541259765625,0.7878015832448597,0.8506389094012305
episode_000003_000014,episode_000003,14,alignment,286.91851806640625,0.7195538390216255,0.005884690391854338,0.008254833895107156,0.719482421875,0.7551681349946969,0.8213328953312573
episode_000003_000015,episode_000003,15,alignment,306.75213623046875,0.8351404434328633,0.008158478857477211,0.005419367380031872,0.8350830078125,0.7584154551974087,0.8850325820878044
episode_000003_000016,episode_000003,16,alignment,303.5682067871094,0.8499052673963555,0.008205295481256534,0.004542978534363474,0.849853515625,0.7117132483160953,0.868672973825517
episode_000003_000017,episode_000003,17,alignment,305.7270812988281,0.8633352053263502,0.008263588544848918,0.004987309764811411,0.86328125,0.7262145672040357,0.878927504341992
episode_000003_000018,episode_000003,18,descent_to_grasp,302.53912353515625,0.8560099436751853,0.00816795946003828,0.004885566777733121,0.85595703125,0.7298286384146622,0.8740438801601789
episode_000003_000019,episode_000003,19,descent_to_grasp,296.1177062988281,0.8418514814592599,0.007900467488686225,0.005433294474367703,0.841796875,0.7327052990634908,0.8625678973934193
episode_000003_000020,episode_000003,20,descent_to_grasp,295.9766845703125,0.8366026213211063,0.008292468035936139,0.004782574765207894,0.8365478515625,0.7444496201905372,0.8782009461594248
episode_000003_000021,episode_000003,21,descent_to_grasp,301.9817199707031,0.8694184715364118,0.00662322997742069,0.0038393713730962963,0.869384765625,0.6963871096900048,0.8818634392302394
episode_000003_000022,episode_000003,22,descent_to_grasp,295.86663818359375,0.7871282226433398,0.005313979937123798,0.0011967815174022023,0.787109375,0.4696757040939431,0.7871282226433398
episode_000003_000023,episode_000003,23,descent_to_grasp,343.6487121582031,0.48047331214532313,0.002070026851085019,0.00031455710197423947,0.48046875,0.23718513874248673,0.48047331214532313
episode_000003_000024,episode_000003,24,descent_to_grasp,332.06488037109375,0.2851570816514895,0.0006368670496475803,0.000262111222236155,0.28515625,0.13389225321707277,0.2851570816514895
episode_000003_000025,episode_000003,25,descent_to_grasp,337.1195068359375,0.23828178113375292,0.00040093302556065165,0.0003039266691850219,0.23828125,0.10201450356742178,0.23828178113375292
episode_000003_000026,episode_000003,26,grasp_close,318.17694091796875,0.05884107264920371,0.005313963191377605,0.0008978232827530419,0.05859375,0.01572869868509089,0.05884107264920371
episode_000003_000027,episode_000003,27,grasp_close,308.8662414550781,0.023981916056153324,0.00498331590331209,0.0009911882173338385,0.0234375,0.007511895772045358,0.023981916056153324
episode_000003_000028,episode_000003,28,grasp_close,289.5221862792969,0.009182783133610473,0.004770640408002673,0.0007275575073168121,0.0078125,0.004097506852939239,0.009182783133610473
episode_000003_000029,episode_000003,29,grasp_close,286.41119384765625,0.005929425854134001,0.004435745701127093,0.00047271764522307277,0.00390625,0.0032976669934328086,0.0069163414205789305
episode_000003_000030,episode_000003,30,grasp_close,285.0041809082031,0.005670988056574471,0.004084239405335527,0.0004693665467572104,0.00390625,0.0033538524911292168,0.006822681588928138
episode_000003_000031,episode_000003,31,grasp_close,288.54461669921875,0.005722094510815431,0.004154529402483372,0.00047271764522307277,0.00390625,0.0034126808574412755,0.006902209952140597
episode_000003_000032,episode_000003,32,grasp_close,285.7608337402344,0.005700580260540438,0.004129479266996206,0.0004303803292574736,0.00390625,0.0031935700931326008,0.006624796259442991
episode_000003_000033,episode_000003,33,grasp_close,286.8279113769531,0.005814045409115904,0.00428512132218452,0.0004266968606883733,0.00390625,0.003153985732676251,0.0065538337744771025
episode_000003_000034,episode_000003,34,grasp_close,287.82904052734375,0.005839828662827978,0.004315245969418425,0.00047271764522307277,0.00390625,0.0032615390345663554,0.006670147445110418
episode_000003_000035,episode_000003,35,grasp_close,286.5715026855469,0.005851418202256162,0.004335329132532265,0.0004303803292574736,0.00390625,0.003280953130092486,0.006750288077032671
episode_000003_000036,episode_000003,36,lift,288.1664123535156,0.0059821927100939115,0.004506038014275455,0.00047271764522307277,0.00390625,0.00344214600388889,0.007028274427997535
episode_000003_000037,episode_000003,37,lift,282.5792236328125,0.005666343427158909,0.004086321681447783,0.00038811581742660494,0.00390625,0.002874878455314827,0.006109702590642429
episode_000003_000038,episode_000003,38,lift,270.79461669921875,0.004001660614370308,0.00399306716444645,0.000262111222236155,0.0,0.0023995014288372258,0.004050920196337823
episode_000003_000039,episode_000003,39,lift,243.70843505859375,0.0017934609517214872,0.0017879013701407177,0.0001411059034863059,0.0,0.0018940163717739802,0.004450124576207332
episode_000003_000040,episode_000003,40,lift,254.1310577392578,0.00012198170526715095,8.715921054615834e-05,8.533937213767466e-05,0.0,0.0022389559403439767,0.003988359151662708
episode_000003_000041,episode_000003,41,lift,263.310302734375,0.003920910306417688,0.0003037908576213241,0.00014986555073847135,0.00390625,0.0037703897267704774,0.004488576492906652
episode_000003_000042,episode_000003,42,lift,257.4148254394531,0.00030677285943106285,0.00030379085762132066,4.266968606883711e-05,0.0,0.002453328463261777,0.003375671056430001
episode_000003_000043,episode_000003,43,lift,255.7247314453125,0.0003279770794350141,0.0002434171556860423,0.00021981140314469266,0.0,0.002394864216246377,0.0032179714708329863
episode_000004_000000,episode_000004,0,hold,216.86080932617188,0.4115181234486831,0.0047089897278534175,0.01564004450496292,0.41119384765625,0.7267438278118633,0.8748256280633598
episode_000004_000001,episode_000004,1,hold,220.9522705078125,0.425338854591721,0.004876141493742876,0.016575291764582802,0.42498779296875,0.7414756672959981,0.8867897930518585
episode_000004_000002,episode_000004,2,alignment,221.05068969726562,0.40858075267733895,0.004928071132136954,0.016856877336321574,0.408203125,0.7321769584284753,0.8862941569310454
episode_000004_000003,episode_000004,3,alignment,219.7503662109375,0.4066086548728826,0.00477442802685266,0.016393308224741644,0.40625,0.72751742075513,0.8792056271385262
episode_000004_000004,episode_000004,4,alignment,220.8653564453125,0.4280236950595708,0.004574817047600445,0.015055199261012177,0.427734375,0.7341810752923139,0.8779809120220116
episode_000004_000005,episode_000004,5,alignment,216.25572204589844,0.4006952683066972,0.0047677729358312345,0.014876619129284391,0.400390625,0.7308778624741312,0.9011290261227888
episode_000004_000006,episode_000004,6,alignment,209.0276336669922,0.48323374064363867,0.005007538092174216,0.01302462132933336,0.4830322265625,0.7531342060978531,0.9086788735525256
episode_000004_000007,episode_000004,7,alignment,238.06202697753906,0.4002307976408292,0.004646162403080366,0.01553125939501999,0.39990234375,0.7171616102564937,0.911591296534381
episode_000004_000008,episode_000004,8,alignment,236.58766174316406,0.21641972068472556,0.00368848929263415,0.010661325582873311,0.21612548828125,0.5860174731571893,0.8309850949867885
episode_000004_000009,episode_000004,9,alignment,245.512939453125,0.13389429145315443,0.003572746621090631,0.009847271285978863,0.13348388671875,0.46808743622785887,0.7185223311446087
episode_000004_000010,episode_000004,10,alignment,249.73931884765625,0.2598000917937964,0.004619196796576191,0.014776871905035517,0.25933837890625,0.6169384602779971,0.8313583395917498
episode_000004_000011,episode_000004,11,alignment,250.04144287109375,0.5695324952112994,0.005560745948531487,0.015089070669933351,0.569305419921875,0.7865467811244519,0.9159521403991261
episode_000004_000012,episode_000004,12,alignment,254.96127319335938,0.4993929628735104,0.005065045501614354,0.01488081692150824,0.4991455078125,0.773421902253947,0.9269377363689301
episode_000004_000013,episode_000004,13,alignment,305.3825378417969,0.6297927995716975,0.005187881545763204,0.014339746172995568,0.629608154296875,0.8586629616339987,0.9630502964789006
episode_000004_000014,episode_000004,14,alignment,308.5387268066406,0.5278423515050796,0.00411902703224709,0.011080558923712862,0.5277099609375,0.805109439147401,0.9340233312384414
episode_000004_000015,episode_000004,15,alignment,316.61102294921875,0.28709238467110804,0.00286019470005151,0.011054136302651354,0.286865234375,0.5696944543577779,0.8147322818554901
episode_000004_000016,episode_000004,16,alignment,286.6443786621094,0.24840822415512942,0.003120484742518511,0.006962755401616274,0.248291015625,0.4680590332411617,0.7426971027407531
episode_000004_000017,episode_000004,17,alignment,279.12823486328125,0.18197609268632634,0.0029253669658819976,0.004967149186020439,0.181884765625,0.35305762646807476,0.5732558876794164
episode_000004_000018,episode_000004,18,alignment,278.7362060546875,0.20532722059183114,0.0032257500468772255,0.0054052325581241374,0.205230712890625,0.3684348407347824,0.5908357580796216
episode_000004_000019,episode_000004,19,descent_to_grasp,282.1116638183594,0.19615028806833926,0.0032286592772641965,0.00555876565335857,0.196044921875,0.3661852273230063,0.5966947418800498
episode_000004_000020,episode_000004,20,descent_to_grasp,276.755126953125,0.12843955484820824,0.002385153587335059,0.0027735669381013703,0.128387451171875,0.23909121301784025,0.4189545941238281
episode_000004_000021,episode_000004,21,descent_to_grasp,291.1077575683594,0.18900988743963953,0.0037181233513788937,0.0017891157668581594,0.18896484375,0.3390903671667453,0.5576457042350963
episode_000004_000022,episode_000004,22,descent_to_grasp,304.7523498535156,0.7402614854309396,0.006140691342280134,0.0015584577695606054,0.740234375,0.5422013092229634,0.8100809500525628
episode_000004_000023,episode_000004,23,descent_to_grasp,312.3327941894531,0.7871282356373066,0.005428867390171468,0.00046746493843520293,0.787109375,0.4071180840439112,0.7871282356373066
episode_000004_000024,episode_000004,24,descent_to_grasp,328.5879211425781,0.5253989294386461,0.0029183552605345216,0.00045762425429621013,0.525390625,0.236396270975383,0.5253989294386461
episode_000004_000025,episode_000004,25,descent_to_grasp,307.8019714355469,0.3671928285221384,0.0019478685457796057,0.00034492023272054176,0.3671875,0.15319640205508928,0.3671928285221384
episode_000004_000026,episode_000004,26,descent_to_grasp,310.5607604980469,0.3789121774398668,0.002042704254360967,0.0005650508719135859,0.37890625,0.15559664204162713,0.3789121774398668
episode_000004_000027,episode_000004,27,grasp_close,300.14532470703125,0.10164908857933183,0.004178513510502497,0.0003685479634963775,0.1015625,0.02337498326228473,0.10164908857933183
episode_000004_000028,episode_000004,28,grasp_close,308.5452880859375,0.03539867570575918,0.0041011811557135685,0.0005335173727488504,0.03515625,0.01014696374231283,0.03539867570575918
