frame,vision_backbone_output_before_cosine_distance,vision_backbone_output_after_cosine_distance,vision_backbone_output_before_l2,vision_backbone_output_after_l2,vision_backbone_output_cosine_improvement,vision_backbone_output_l2_improvement,vision_backbone_output_shift_norm,projector_output_before_cosine_distance,projector_output_after_cosine_distance,projector_output_before_l2,projector_output_after_l2,projector_output_cosine_improvement,projector_output_l2_improvement,projector_output_shift_norm
episode_000001_000010,0.1129758943626138,0.0348737362817263,72.49550876817914,41.83142349906007,0.0781021580808875,30.664085269119063,58.235497348012544,0.05209330761238029,0.013529009952430338,7.586902873097893,4.092087809899918,0.03856429765994995,3.494815063197975,7.297214100173105
episode_000001_000011,0.09487380539856605,0.03131801980034399,66.55878044999575,40.24223316323897,0.06355578559822206,26.31654728675678,58.563173397650736,0.047823636718052454,0.012756281281337767,7.549277413817086,4.320998464596911,0.03506735543671469,3.2282789492201758,7.511522933417617
episode_000001_000012,0.09345903890481888,0.029133854333300402,65.36617957190519,38.25355031235618,0.06432518457151848,27.11262925954901,59.43352659714759,0.042612682997164586,0.010057259612593406,7.220592880825669,3.794084200847723,0.03255542338457118,3.426508679977946,7.768450294961939
episode_000001_000013,0.09698339736123918,0.03338078486454166,65.66822325744405,40.56648155199791,0.06360261249669752,25.101741705446145,60.40984085625477,0.04864748527488838,0.01409334229335757,7.5492860582636165,4.145419781265106,0.03455414298153081,3.40386627699851,8.048449247849833
episode_000001_000014,0.10136472560402576,0.041420113580310725,66.72493297169444,45.47247550405445,0.05994461202371504,21.252457467639992,61.488211057447714,0.051802083964199275,0.018218162281742223,7.678614401057291,4.887657934173717,0.03358392168245705,2.790956466883574,8.274030398258619
episode_000001_000015,0.09950039139067912,0.044627211146422985,66.8361512932824,47.66337215771518,0.05487318024425614,19.172779135567218,62.47808351692058,0.051699072061718976,0.02040075663360763,7.419375913651632,5.375299421641671,0.031298315428111345,2.044076492009961,8.47575522901798
episode_000001_000016,0.11170539812654157,0.04615727093403099,71.24392785573019,47.906044793421614,0.06554812719251057,23.337883062308578,63.67597966258827,0.05882524294775526,0.02046389280116434,8.374677193159533,5.062098595094238,0.03836135014659092,3.3125785980652953,8.693483010134148
episode_000001_000017,0.10755088338929075,0.03436886578185594,70.60518392608114,41.34286876979715,0.07318201760743481,29.26231515628399,65.45360831360165,0.06041127725309825,0.016024290179431522,8.266218297361432,4.655675105623237,0.04438698707366673,3.610543191738195,8.964302381672638
episode_000001_000018,0.10390446145399324,0.0356381403808842,69.43493569301647,42.45161072249383,0.06826632107310904,26.983324970522638,67.43737927596624,0.05334736492850456,0.015297200611415152,7.773444693072763,4.861561571385787,0.03805016431708941,2.9118831216869765,9.20690746590328
episode_000001_000019,0.10394105241557494,0.04021667191069389,69.53059894514854,45.33101045025081,0.06372438050488105,24.199588494897732,69.61178204899483,0.05357357938387519,0.017248450142615557,7.893421540586207,5.090724485508284,0.036325129241259635,2.802697055077923,9.458447521640805
episode_000001_000020,0.1037613153620166,0.04559885122025065,69.507304253626,48.51452644623228,0.05816246414176596,20.992777807393722,71.51345189903691,0.05319230496948035,0.01918307334537228,7.937306694467694,5.385239792306148,0.03400923162410807,2.5520669021615463,9.684631189498205
episode_000001_000021,0.10253926894295784,0.04891307786218513,68.983943745667,50.60725008705408,0.05362619108077271,18.37669365861293,73.41280156727287,0.05270790479997722,0.019759061252973442,8.06819451324767,5.424660987671959,0.03294884354700378,2.6435335255757115,9.888307022767254
episode_000001_000022,0.11276564958008406,0.06457452714282186,72.70028330210572,58.71617254398151,0.0481911224372622,13.98411075812421,75.25134187986731,0.05398808148666667,0.026132912973181655,8.232764344621192,6.091921261126061,0.027855168513485018,2.14084308349513,10.067411675705715
episode_000001_000023,0.13027871998955787,0.04448941763089753,81.08670916700969,49.300253306016145,0.08578930235866034,31.78645586099354,77.12377609746238,0.06721837889728166,0.019279162379439385,9.815600225630627,5.028949724910849,0.047939216517842276,4.786650500719778,10.236715074507439
episode_000001_000024,0.150146692761575,0.04016520231911225,86.18039097570922,47.13802115600771,0.10998149044246275,39.042369819701506,79.14398844694243,0.09381809330149837,0.018650256525054032,11.027483430700592,4.6721310682773245,0.07516783677644434,6.355352362423267,10.419552692544483
episode_000001_000025,0.16624538745963413,0.034401196556119396,92.44725673574519,43.617634676155134,0.13184419090351474,48.82962205959005,81.46165300282584,0.11383173676264924,0.017282661099992547,11.525173005718523,4.344331510721214,0.09654907566265669,7.180841494997309,10.624394882825472
episode_000001_000026,0.1723092384613838,0.027158046609586983,95.76575729408222,39.38946448457896,0.1451511918517968,56.37629280950326,83.96400231348849,0.11856909777429936,0.01172755768058209,11.96318245721818,3.6246971932404133,0.10684154009371727,8.338485263977766,10.826279478875101
episode_000001_000027,0.16410585916638953,0.027411555709098256,94.23524003963385,40.068471756107385,0.13669430345729128,54.166768283526466,86.19789383778811,0.11250029571247533,0.011354270662614518,12.08352030760074,3.6676947440957433,0.10114602504986081,8.415825563504995,10.999923719643794
episode_000001_000028,0.15197393298779815,0.03637481823122668,91.65135026642741,46.457395564847175,0.11559911475657147,45.19395470158024,87.86718579518939,0.10379729874588339,0.015529369992122621,11.582251264396824,4.190738117511289,0.08826792875376077,7.391513146885535,11.110180520123903
episode_000001_000029,0.15059426926709807,0.03594242912494727,91.45358609658823,46.38707193142019,0.1146518401421508,45.06651416516804,89.25112004776699,0.10236514880025949,0.015545258706308851,11.659612250747296,4.223138997200961,0.08681989009395064,7.4364732535463345,11.238105816988757
episode_000001_000030,0.15280247197554098,0.029752450330771896,92.16102938254073,42.31991358564184,0.12305002164476908,49.84111579689889,90.29155949818193,0.10229812853838871,0.013073237779025138,11.497572157991291,3.8568867894778145,0.08922489075936357,7.640685368513477,11.345700358521992
episode_000001_000031,0.16813490466170222,0.026654686779906234,96.634299637634,39.92386464982108,0.141480217881796,56.710434987812924,91.05215586012716,0.11251423524991822,0.012529549352976344,11.809185179882768,3.7807808718772833,0.09998468589694187,8.028404308005484,11.418623011218603
episode_000001_000032,0.16415294325907936,0.025402439169935898,95.06140859951455,38.84858208523186,0.13875050408914347,56.21282651428269,91.60376200905789,0.10899667296951998,0.011825682271345617,11.615071550496747,3.6528744883713804,0.09717099069817436,7.962197062125367,11.463915789850004
episode_000001_000033,0.16474978829475972,0.024333000649129577,95.34292664968251,38.09939205156085,0.14041678764563015,57.24353459812166,91.98533782540765,0.11144019252548365,0.011083187657570326,11.83329929593917,3.5617696392158824,0.10035700486791332,8.271529656723288,11.545007053127563
episode_000001_000034,0.16521031991100255,0.023789540631614536,95.78955452808054,37.80214501888246,0.141420779279388,57.98740950919808,91.77560386058221,0.1101553988246976,0.010492876834608644,11.757615566113554,3.4695102698825435,0.09966252199008896,8.28810529623101,11.576852890097964
episode_000001_000035,0.1689928338045743,0.022896102504274207,96.86181273180259,37.04110371217011,0.1460967313003001,59.820709019632474,91.14670269809213,0.11300301381856559,0.010163027120112189,12.005525865450128,3.430586525949648,0.1028399866984534,8.57493933950048,11.558944891769137
episode_000001_000036,0.16350902657842692,0.022759718778358917,95.28251746808525,36.96714783975907,0.140749307800068,58.315369628326174,89.42675362597062,0.10925669188012044,0.009728935718127274,11.759322932945564,3.352710274442469,0.09952775616199316,8.406612658503095,11.424413183321414
episode_000001_000037,0.16755277772605381,0.022313789066023326,96.68891953153395,36.65187103672275,0.1452389886600305,60.0370484948112,87.2394572379239,0.11169331597842047,0.009595916929536874,11.901797682902304,3.3379265508274587,0.1020973990488836,8.563871132074844,11.193537127076645
episode_000001_000038,0.167567686402458,0.02269150495057648,96.61446378599766,36.87940666203522,0.14487618145188152,59.735057123962434,85.17359399166324,0.11208252857148215,0.00953591432943035,11.958600958362156,3.3318390219103122,0.1025466142420518,8.626761936451844,10.98069087054394
episode_000001_000039,0.165421997121862,0.020925102315448973,95.94697288174902,35.40329085540914,0.14449689480641303,60.54368202633988,83.10929170333758,0.1087716431422241,0.00926620600544148,11.538679758537086,3.2387001766098176,0.09950543713678262,8.299979581927268,10.756347116965893
episode_000001_000040,0.1542577431297546,0.03170354611211956,91.83011683341242,43.069357823222724,0.12255419701763504,48.760759010189695,81.29043903330478,0.09385232131325372,0.013818921280136953,10.767138963210925,3.996148937595938,0.08003340003311676,6.770990025614987,10.550488161961693
episode_000001_000041,0.15156117537566505,0.05151439043192407,89.22843324241855,54.24466581951226,0.10004678494374097,34.98376742290629,80.09651743598242,0.09675631507342586,0.027875534607305297,11.766476513512078,5.843965690044442,0.06888078046612056,5.922510823467636,10.427709156594727
episode_000001_000042,0.11705262416588869,0.061221395742090956,76.65589212208764,58.93383091180275,0.05583122842379773,17.722061210284885,79.15193406283564,0.06270535051351234,0.031011240299190224,7.938655009437216,7.090486964090836,0.03169411021432211,0.8481680453463802,10.32026097294864
episode_000001_000043,0.12208498804557633,0.07299277410850102,77.96152298012463,64.12993700367353,0.0490922139370753,13.831585976451095,78.01122349385008,0.06187417108623694,0.03303776200085895,8.353906168711724,7.00064108114442,0.02883640908537799,1.353265087567304,10.19675172646698
episode_000001_000044,0.11677717390545128,0.06341732163102443,75.9216316002862,59.71155098775891,0.053359852274426856,16.210080612527292,76.76515946653092,0.05614350589509076,0.02991849763669263,7.746263507275941,7.059846475950885,0.02622500825839813,0.6864170313250559,9.985154985586465
episode_000001_000045,0.11515701190399441,0.057504231788891635,75.3035565469495,56.54351708341891,0.057652780115102775,18.760039463530582,75.63488088739149,0.05514352718302984,0.027209832885763507,7.6074523436807935,6.837192703751538,0.02793369429726633,0.7702596399292556,9.74524225086839
episode_000002_000000,0.07142687650711166,0.006206705905396959,59.61625191234459,17.995882004327246,0.0652201706017147,41.62036990801734,58.72733182648256,0.03188729890172326,0.002776644249171123,6.216420634526599,1.861432336484675,0.029110654652552137,4.354988298041924,6.381329675046923
episode_000002_000001,0.07156860200046589,0.0062145487964255786,59.68472684754671,18.018769555187255,0.06535405320404031,41.66595729235946,58.43498580777369,0.0320405337807077,0.0027896338833273138,6.1751056524978125,1.9290185210128876,0.02925089989738039,4.246087131484925,6.4127173811308475
episode_000002_000002,0.07295231345026698,0.006866100412205145,60.25545112017844,18.94472739390462,0.06608621303806184,41.31072372627382,58.25084333677959,0.0329172044976932,0.00320490979497301,6.2192021231963475,2.095381451335116,0.029712294702720188,4.123820671861232,6.404961545087458
episode_000002_000003,0.07267194136770949,0.007917024716999066,60.1432843689547,20.375715713543222,0.06475491665071043,39.76756865541148,58.01362201450036,0.03316376746355543,0.003882814658557665,6.187844028979118,2.382434600107393,0.029280952804997762,3.805409428871725,6.433263009230365
episode_000002_000004,0.07813469931759931,0.011248447006939166,62.908380008843835,24.410413406555726,0.06688625231066014,38.49796660228811,57.86472871847866,0.03535783454714314,0.005566409097196745,6.604007829082783,2.7372246422228033,0.029791425449946396,3.86678318685998,6.499726665590196
episode_000002_000005,0.09262783148415199,0.015182905062814833,68.58212008747289,28.39361548542263,0.07744492642133716,40.18850460205026,57.89710331818915,0.04071062514678381,0.006803167829612988,7.199192357169513,2.885865693190781,0.03390745731717082,4.3133266639787315,6.57544417461014
episode_000002_000006,0.09366729538189134,0.017717943117910306,69.22189138221358,30.762616177925853,0.07594935226398103,38.459275204287735,58.04565377230697,0.0403436277957504,0.007657724794484344,7.331315233223009,3.0341588537667845,0.03268590300126606,4.297156379456224,6.691991535647583
episode_000002_000007,0.09638118529872819,0.018598072690556133,70.4883641445622,31.608923328686377,0.07778311260817206,38.879440815875824,58.16530942920337,0.03970071714411094,0.007533815973527647,7.651618059810495,3.0710692811036817,0.032166901170583295,4.580548778706813,6.815502760802987
episode_000002_000008,0.11193029588926928,0.029810372611851377,74.60073186342886,39.66269274179881,0.0821199232774179,34.938039121630055,58.0509865773739,0.047043476232264125,0.011872838955382714,7.348689523319752,3.925756434358435,0.03517063727688141,3.4229330889613174,6.940165553119548
episode_000002_000009,0.1039392756619748,0.02195447435176401,72.83691437935133,34.22279364046975,0.0819848013102108,38.614120738881574,58.11569630185704,0.048332293743410415,0.009382460780104074,8.056628829295889,3.3828567948784656,0.03894983296330634,4.673772034417423,7.117314190345287
episode_000002_000010,0.11003817731783172,0.027870449738247705,75.10125614647617,38.65131396105712,0.08216772757958402,36.449942185419054,58.235497348012544,0.04995827668618347,0.010838785517189198,8.13565045127227,3.8452501454174284,0.03911949116899427,4.290400305854841,7.297214100173105
episode_000002_000011,0.10019655198594213,0.030045967907312066,71.13847792918286,40.41819999855017,0.07015058407863006,30.720277930632683,58.563173397650736,0.04357942371357315,0.01083171367648017,7.535264239719752,4.245233688415536,0.03274771003709298,3.2900305513042163,7.511522933417617
episode_000002_000012,0.08310094966020631,0.02667174776863157,64.64937343824158,38.53508370817697,0.05642920189157474,26.114289730064613,59.43352659714759,0.039858408922818445,0.01046905285860622,7.373500917662189,4.1057445561827075,0.029389356064212224,3.2677563614794813,7.768450294961939
episode_000002_000013,0.08913052843684155,0.03325364760107008,68.43532080035409,43.20814034594036,0.05587688083577147,25.227180454413734,60.40984085625477,0.042633210018525824,0.01343690708385159,7.578789295644545,4.589234483017804,0.029196302934674234,2.989554812626741,8.048449247849833
episode_000002_000014,0.10458685392614975,0.030026183291574915,73.40427465884248,40.68136240717951,0.07456067063457483,32.72291225166297,61.488211057447714,0.0533714305104066,0.013929463111255092,8.483688850302254,4.526884391615421,0.03944196739915151,3.9568044586868334,8.274030398258619
episode_000002_000015,0.09772960689662269,0.03234905742462846,70.71771553532331,42.06220144568193,0.06538054947199423,28.65551408964138,62.47808351692058,0.049820359229632794,0.01628856975956494,9.22789867534299,4.535563710441122,0.03353178947006785,4.692334964901868,8.47575522901798
episode_000002_000016,0.0982625829772058,0.034454988699578526,69.3735856584852,42.91083821008212,0.06380759427762728,26.46274744840308,63.67597966258827,0.04789281340376195,0.015010573760048773,8.741610328535184,4.308999592506703,0.032882239643713174,4.432610736028481,8.693483010134148
episode_000002_000017,0.10922231033469498,0.02933620019108163,73.22756204821194,39.64726165302605,0.07988611014361335,33.58030039518589,65.45360831360165,0.05301300563716571,0.012605076916977431,9.564141141767005,4.042013089440732,0.04040792872018828,5.522128052326273,8.964302381672638
episode_000002_000018,0.11031252845656492,0.02795513748771017,74.23486299510232,38.89050546699599,0.08235739096885475,35.34435752810633,67.43737927596624,0.05495609139940372,0.011395594979313195,9.850025822611713,3.8910606172399747,0.04356049642009052,5.958965205371738,9.20690746590328
episode_000002_000019,0.1095439069622347,0.025883094381582872,74.45055721406398,37.68118702499813,0.08366081258065183,36.769370189065846,69.61178204899483,0.05494258110865957,0.011633437403974156,9.804289264230276,3.973317846550395,0.043309143704685416,5.830971417679881,9.458447521640805
episode_000002_000020,0.10974938104885978,0.027212223516101197,74.49134684912408,38.80618518015657,0.08253715753275859,35.68516166896752,71.51345189903691,0.05479555735072483,0.012598725119472132,9.660855454943212,4.153181764459726,0.0421968322312527,5.507673690483486,9.684631189498205
episode_000002_000021,0.10949016657086674,0.02963334814172125,74.40447978186842,40.742995806274514,0.07985681842914549,33.6614839755939,73.41280156727287,0.05440084799439271,0.014258225382917544,9.581373308421337,4.466163564937619,0.040142622611475165,5.115209743483718,9.888307022767254
episode_000002_000022,0.12036050457414627,0.0339587661143419,78.75164479963725,43.642747459680926,0.08640173845980437,35.10889733995632,75.25134187986731,0.056055787946744595,0.015589758475099469,10.28831534406083,4.669312506617108,0.040466029471645126,5.619002837443722,10.067411675705715
episode_000002_000023,0.1396971292840019,0.03899130627392644,83.83271321847496,46.685875247743944,0.10070582301007547,37.14683797073102,77.12377609746238,0.06913228961339013,0.018529291514531643,11.00103067663603,4.955089187747656,0.05060299809885849,6.045941488888375,10.236715074507439
episode_000002_000024,0.1538075742049192,0.038016401891355356,89.43620602210926,46.92239804337827,0.11579117231356384,42.51380797873099,79.14398844694243,0.0766529614244491,0.016862098095313027,11.126432965110007,4.7210248341845595,0.05979086332913608,6.405408130925448,10.419552692544483
episode_000002_000025,0.19006333292209865,0.05078465952083844,98.68814824687892,53.36800738785517,0.1392786734012602,45.32014085902375,81.46165300282584,0.11922473125394517,0.022950752073866876,12.05126200718276,5.062118199827685,0.0962739791800783,6.989143807355076,10.624394882825472
episode_000002_000026,0.20347051789170179,0.054142716603748475,103.39963935804077,55.36154131762477,0.1493278012879533,48.038098040416,83.96400231348849,0.1396074972764525,0.023625575783886688,12.06868465779005,4.901642482676385,0.11598192149256581,7.167042175113664,10.826279478875101
episode_000002_000027,0.1829543953550412,0.048211485900844675,100.7202238535781,54.27906321823112,0.13474290945419654,46.44116063534698,86.19789383778811,0.1301496292904839,0.022099967374679896,11.334198722446533,5.0144042126312565,0.10804966191580401,6.319794509815277,10.999923719643794
episode_000002_000028,0.18140420494122633,0.04674127002199069,100.78934717639561,53.93870983223328,0.13466293491923564,46.85063734416233,87.86718579518939,0.1285171589662435,0.02089664044922146,11.384082538274017,4.877794394338002,0.10762051851702203,6.506288143936015,11.110180520123903
episode_000002_000029,0.16730946413337333,0.041014642669524815,99.05837161475607,51.163195300551,0.12629482146384852,47.89517631420507,89.25112004776699,0.12309677576861022,0.01820046931604291,11.36436406373716,4.577493603576024,0.10489630645256731,6.786870460161135,11.238105816988757
episode_000002_000030,0.1709819062686575,0.03337240776246575,100.54171056927485,46.28406928404214,0.13760949850619175,54.257641285232715,90.29155949818193,0.1301149193685004,0.016492654390722894,11.815472267600438,4.3421616571312365,0.1136222649777775,7.473310610469201,11.345700358521992
episode_000002_000031,0.17989350495862577,0.032300549367648035,102.61455529144268,45.29152788375747,0.14759295559097774,57.32302740768522,91.05215586012716,0.1348189975130749,0.01520455500997031,11.929539118120038,4.100222701540731,0.1196144425031046,7.829316416579307,11.418623011218603
episode_000002_000032,0.17530994798273092,0.0310541507016332,100.86136306680312,44.41254183901864,0.14425579728109772,56.448821227784485,91.60376200905789,0.13229660037705304,0.014542559572088276,11.56999914933807,4.047689093095285,0.11775404080496477,7.522310056242785,11.463915789850004
episode_000002_000033,0.17485855474142353,0.030135039867828284,100.74528774097384,43.912310523538096,0.14472351487359525,56.83297721743574,91.98533782540765,0.13162234099789527,0.013809601797733273,11.40744114931349,4.062019691683184,0.117812739200162,7.345421457630306,11.545007053127563
episode_000002_000034,0.17563696625555314,0.03179256796584895,100.85996758013594,44.936449359080825,0.1438443982897042,55.92351822105512,91.77560386058221,0.13170711786684508,0.01397900578630451,11.569311940138848,4.000716356698257,0.11772811208054057,7.56859558344059,11.576852890097964
episode_000002_000035,0.176110015921354,0.031243344999839162,101.29337972663778,44.794114457199946,0.14486667092151484,56.499265269437835,91.14670269809213,0.13284406155002482,0.013895711807936362,11.770598887835135,4.013472436391243,0.11894834974208846,7.757126451443892,11.558944891769137
episode_000002_000036,0.1820193354342471,0.03371985193828142,102.87202657817211,46.331931178039014,0.14829948349596567,56.5400954001331,89.42675362597062,0.13613843071113751,0.014758578970944125,12.023500798253023,4.0534618590136295,0.12137985174019339,7.9700389392393935,11.424413183321414
episode_000002_000037,0.17948418332508942,0.035540643885490386,102.4785117679176,47.72936107070939,0.14394353943959903,54.74915069720821,87.2394572379239,0.13425541262716867,0.016240872761466463,11.926955577964293,4.304410367998313,0.1180145398657022,7.62254520996598,11.193537127076645
episode_000002_000038,0.17746074854931004,0.03845235891586696,101.42163988384249,49.444275839735745,0.13900838963344309,51.97736404410674,85.17359399166324,0.1325000158233558,0.017705827453844525,11.638857042419055,4.473051092945363,0.11479418836951127,7.165805949473691,10.98069087054394
episode_000002_000039,0.1756746967088142,0.0411051982364391,100.70499942710967,51.059190884423565,0.1345694984723751,49.645808542686105,83.10929170333758,0.13172801984291738,0.01898320242688689,11.535060858160689,4.604824112698226,0.11274481741603049,6.930236745462463,10.756347116965893
episode_000002_000040,0.1855084288594946,0.044854646937485865,103.42257362202207,53.09071627976637,0.14065378192200872,50.3318573422557,81.29043903330478,0.13935095379549,0.021285915209639628,12.07530496300438,4.805348410969364,0.11806503858585038,7.269956552035016,10.550488161961693
episode_000002_000041,0.17499443268013015,0.043733997968817495,100.27721253852786,51.92812096048694,0.13126043471131266,48.34909157804092,80.09651743598242,0.1077846734335155,0.019964845757822314,12.550866496023128,5.000390132863941,0.08781982767569319,7.550476363159187,10.427709156594727
episode_000002_000042,0.18024393311672215,0.045135183372671195,99.71283732995454,51.69691479105286,0.13510874974405096,48.01592253890168,79.15193406283564,0.11246725870182528,0.022133006148364665,13.38248817422528,5.713278069502669,0.09033425255346061,7.669210104722611,10.32026097294864
episode_000002_000043,0.13155846277414152,0.03306387954525036,85.41712576655024,45.40363110251758,0.09849458322889115,40.01349466403266,78.01122349385008,0.06555446466863102,0.014891732428823357,10.433929703573256,4.664374990996154,0.05066273223980766,5.769554712577102,10.19675172646698
episode_000002_000044,0.12613148370594374,0.027022768530542196,83.81496153210651,40.47634653558349,0.09910871517540154,43.33861499652302,76.76515946653092,0.06102623363266235,0.011187836385553762,10.853507175742072,4.119736520747986,0.04983839724710859,6.733770654994086,9.985154985586465
episode_000002_000045,0.12374512720943509,0.028250393753631475,83.1044876050769,41.34754951900486,0.09549473345580362,41.75693808607204,75.63488088739149,0.057366436867696824,0.011459664626352173,10.286003997963954,4.148004109766931,0.04590677224134465,6.137999888197023,9.74524225086839
episode_000002_000046,0.12370845603709357,0.02444813095259457,83.11751172150507,38.22096519896399,0.099260325084499,44.89654652254108,74.22902087990165,0.05773904294414256,0.010066740366630578,10.259501465462895,3.863371165499213,0.04767230257751198,6.396130299963682,9.449592873458162
episode_000003_000000,0.0744701413976322,0.00629823769292126,60.97303460048545,18.053927534122984,0.06817190370471093,42.919107066362464,58.72733182648256,0.030935560178558474,0.0022685417833376853,6.5192845853216195,1.6572792069731175,0.02866701839522079,4.862005378348502,6.381329675046923
episode_000003_000001,0.07615693870273299,0.007248423435485929,61.69146305037138,19.377487064250047,0.06890851526724706,42.313975986121335,58.43498580777369,0.03134554608267481,0.0026102070270834776,6.450109780869369,1.797940000770719,0.028735339055591336,4.6521697800986495,6.4127173811308475
episode_000003_000002,0.07846596394075323,0.007621696405551326,62.678115473874755,19.89239194631513,0.0708442675352019,42.785723527559625,58.25084333677959,0.03246765708771138,0.002862347625258055,6.578999759820084,1.8711169401471073,0.029605309462453322,4.707882819672976,6.404961545087458
episode_000003_000003,0.0784094049773747,0.007711031957729486,62.713843421334644,20.033990001765922,0.07069837301964521,42.67985341956872,58.01362201450036,0.032661947380563716,0.003089758130080944,6.495266422852747,2.017757365136469,0.029572189250482772,4.4775090577162775,6.433263009230365
episode_000003_000004,0.08513065666781383,0.011196394864656622,65.35694582317839,24.155444737770928,0.07393426180315721,41.201501085407465,57.86472871847866,0.03724467314749602,0.004579806377225548,7.378129207967954,2.3996157844319934,0.03266486677027047,4.978513423535961,6.499726665590196
episode_000003_000005,0.08096169333755254,0.013984533492794826,63.12616941466273,26.831901334639575,0.06697715984475772,36.29426808002316,57.89710331818915,0.03696260110343197,0.005881403527177809,7.409815642408609,2.706485652975534,0.03108119757625416,4.703329989433075,6.57544417461014
episode_000003_000006,0.07764196013666236,0.01831366757302233,61.27574994437742,31.342396778021683,0.05932829256364003,29.933353166355733,58.04565377230697,0.038426728963267154,0.008243602059215926,7.1909698534480295,3.153774402087034,0.030183126904051227,4.037195451360995,6.691991535647583
episode_000003_000007,0.08511891319049392,0.02628695669843395,63.4760041814491,36.728325737482606,0.05883195649205997,26.747678443966493,58.16530942920337,0.03580770395396948,0.009751245720268531,6.798610837837778,3.529595976180034,0.026056458233700952,3.2690148616577437,6.815502760802987
episode_000003_000008,0.08610090387415714,0.022045383706460142,63.78141147025228,33.165143393246986,0.064055520167697,30.616268077005294,58.0509865773739,0.04551471146694541,0.010340241445365606,8.113542654006332,3.4881141511715996,0.03517447002157981,4.625428502834733,6.940165553119548
episode_000003_000009,0.09821492683677868,0.02567266812821778,68.15042839570842,35.736486481901764,0.0725422587085609,32.41394191380665,58.11569630185704,0.04646279982577539,0.010038280905169783,8.05206970083549,3.405567509183801,0.03642451892060561,4.64650219165169,7.117314190345287
episode_000003_000010,0.1119744383358574,0.029082710561454284,73.5644027529859,38.365782335555934,0.08289172777440312,35.198620417429964,58.235497348012544,0.05807366973781003,0.01314870842375715,8.92381717942188,3.9406132765615056,0.04492496131405288,4.9832039028603745,7.297214100173105
episode_000003_000011,0.12735216413696526,0.02809253802410694,76.12055249020709,36.718574665328276,0.09925962611285832,39.40197782487881,58.563173397650736,0.07684696903719213,0.014491814645891665,9.574914490440666,3.933971825375492,0.06235515439130046,5.6409426650651735,7.511522933417617
episode_000003_000012,0.14088796414154492,0.036325402387570316,79.56695391357417,41.427091745763164,0.1045625617539746,38.139862167811,59.43352659714759,0.08553035545012011,0.020430389821162076,9.183852315145678,4.460372538699801,0.06509996562895803,4.723479776445878,7.768450294961939
