frame,episode_id,planner_phase,progress,raw_no_correction,progress_hidden_all,phase_gated_alignment_descent_hold,oracle_min_raw_hidden
episode_000002_000016,episode_000002,alignment,16.0,0.7105088009921797,0.029126911901283116,0.029126911901283116,0.029126911901283116
episode_000002_000017,episode_000002,alignment,17.0,0.39297659606878554,0.065175245263594,0.065175245263594,0.065175245263594
episode_000002_000018,episode_000002,alignment,18.0,0.19167491970946376,0.11086522270884167,0.11086522270884167,0.11086522270884167
episode_000002_000019,episode_000002,alignment,19.0,0.24493373280739933,0.13068315105049866,0.13068315105049866,0.13068315105049866
episode_000002_000020,episode_000002,alignment,20.0,0.2484047907202734,0.13158377058242515,0.13158377058242515,0.13158377058242515
episode_000002_000021,episode_000002,descent_to_grasp,21.0,0.1965456864452577,0.17136328626029415,0.17136328626029415,0.17136328626029415
episode_000002_000022,episode_000002,descent_to_grasp,22.0,0.12808424377772482,0.20219035357365076,0.20219035357365076,0.12808424377772482
episode_000002_000023,episode_000002,descent_to_grasp,23.0,0.32931046273173303,0.2605682048971724,0.2605682048971724,0.2605682048971724
episode_000002_000024,episode_000002,descent_to_grasp,24.0,0.45848770304049624,0.11801503686178964,0.11801503686178964,0.11801503686178964
episode_000002_000025,episode_000002,descent_to_grasp,25.0,0.47551634609455445,0.4518044255077636,0.4518044255077636,0.4518044255077636
episode_000002_000026,episode_000002,descent_to_grasp,26.0,0.20867059953060935,0.19850521213064967,0.19850521213064967,0.19850521213064967
episode_000002_000027,episode_000002,descent_to_grasp,27.0,0.15142065594590262,0.14476899718438363,0.14476899718438363,0.14476899718438363
episode_000002_000028,episode_000002,descent_to_grasp,28.0,0.15288196148514105,0.14968432038431356,0.14968432038431356,0.14968432038431356
episode_000002_000029,episode_000002,grasp_close,29.0,0.0056779662587917714,0.0040744431488164866,0.0056779662587917714,0.0040744431488164866
episode_000002_000030,episode_000002,grasp_close,30.0,0.003969817308650965,0.0015885518413122708,0.003969817308650965,0.0015885518413122708
episode_000002_000031,episode_000002,grasp_close,31.0,0.0031984486192701334,0.001444518247043667,0.0031984486192701334,0.001444518247043667
episode_000002_000032,episode_000002,grasp_close,32.0,0.0023845379211732843,0.0017088580408996588,0.0023845379211732843,0.0017088580408996588
episode_000002_000033,episode_000002,grasp_close,33.0,0.0023422383810244155,0.001613327032495342,0.0023422383810244155,0.001613327032495342
episode_000002_000034,episode_000002,grasp_close,34.0,0.0021842748951799522,0.0013920261433172077,0.0021842748951799522,0.0013920261433172077
episode_000002_000035,episode_000002,grasp_close,35.0,0.003017154377242551,0.0017002740044321934,0.003017154377242551,0.0017002740044321934
episode_000002_000036,episode_000002,grasp_close,36.0,0.0028643692330826338,0.0017120082949982657,0.0028643692330826338,0.0017120082949982657
episode_000002_000037,episode_000002,grasp_close,37.0,0.0028694553874829406,0.001658015873476411,0.0028694553874829406,0.001658015873476411
episode_000002_000038,episode_000002,grasp_close,38.0,0.0030180379153396525,0.0017343548383547112,0.0030180379153396525,0.0017343548383547112
episode_000002_000039,episode_000002,lift,39.0,0.0029977885011222673,0.0016937426400703882,0.0029977885011222673,0.0016937426400703882
episode_000002_000040,episode_000002,lift,40.0,0.0032291888772552173,0.0021788498265912257,0.0032291888772552173,0.0021788498265912257
episode_000002_000041,episode_000002,lift,41.0,0.002855179201988185,0.00202451328258186,0.002855179201988185,0.00202451328258186
episode_000002_000042,episode_000002,lift,42.0,0.0029612122178691914,0.002686402160964145,0.0029612122178691914,0.002686402160964145
episode_000002_000043,episode_000002,lift,43.0,0.004395119055602555,0.003511010452020441,0.004395119055602555,0.003511010452020441
episode_000002_000044,episode_000002,lift,44.0,0.00424427465691111,0.0035245736699227037,0.00424427465691111,0.0035245736699227037
episode_000002_000045,episode_000002,lift,45.0,0.003404627021053331,0.002519409952669139,0.003404627021053331,0.002519409952669139
episode_000002_000046,episode_000002,lift,46.0,0.0034011062262814208,0.0025001479000230586,0.0034011062262814208,0.0025001479000230586
episode_000003_000000,episode_000003,hold,0.0,0.7753867323415478,0.03232599843796606,0.03232599843796606,0.03232599843796606
episode_000003_000001,episode_000003,hold,1.0,0.7823343952964581,0.03726650577801725,0.03726650577801725,0.03726650577801725
episode_000003_000002,episode_000003,alignment,2.0,0.7985990324258561,0.04039154952441585,0.04039154952441585,0.04039154952441585
episode_000003_000003,episode_000003,alignment,3.0,0.8015966139853878,0.03947735084663276,0.03947735084663276,0.03947735084663276
episode_000003_000004,episode_000003,alignment,4.0,0.8330550517488975,0.08547261966097894,0.08547261966097894,0.08547261966097894
episode_000003_000005,episode_000003,alignment,5.0,0.8680717065400758,0.14242081530171563,0.14242081530171563,0.14242081530171563
episode_000003_000006,episode_000003,alignment,6.0,0.8743516646454005,0.14181908234605795,0.14181908234605795,0.14181908234605795
episode_000003_000007,episode_000003,alignment,7.0,0.8660199426403785,0.12136451631285664,0.12136451631285664,0.12136451631285664
episode_000003_000008,episode_000003,alignment,8.0,0.9119512788505209,0.17852247077255248,0.17852247077255248,0.17852247077255248
episode_000003_000009,episode_000003,alignment,9.0,0.8858504617917775,0.11786360771384226,0.11786360771384226,0.11786360771384226
episode_000003_000010,episode_000003,alignment,10.0,0.8886710184878746,0.15474218932568365,0.15474218932568365,0.15474218932568365
episode_000003_000011,episode_000003,alignment,11.0,0.9027898461812874,0.2087255774124961,0.2087255774124961,0.2087255774124961
episode_000003_000012,episode_000003,alignment,12.0,0.8505852555615261,0.10731382257818174,0.10731382257818174,0.10731382257818174
episode_000003_000013,episode_000003,alignment,13.0,0.7878015832448597,0.0650559508409687,0.0650559508409687,0.0650559508409687
episode_000003_000014,episode_000003,alignment,14.0,0.7551681349946969,0.07036625869143598,0.07036625869143598,0.07036625869143598
episode_000003_000015,episode_000003,alignment,15.0,0.7584154551974087,0.233369129999615,0.233369129999615,0.233369129999615
episode_000003_000016,episode_000003,alignment,16.0,0.7117132483160953,0.26511634520966354,0.26511634520966354,0.26511634520966354
episode_000003_000017,episode_000003,alignment,17.0,0.7262145672040357,0.3076378774929347,0.3076378774929347,0.3076378774929347
episode_000003_000018,episode_000003,descent_to_grasp,18.0,0.7298286384146622,0.3053734399313174,0.3053734399313174,0.3053734399313174
episode_000003_000019,episode_000003,descent_to_grasp,19.0,0.7327052990634908,0.2740864866056993,0.2740864866056993,0.2740864866056993
episode_000003_000020,episode_000003,descent_to_grasp,20.0,0.7444496201905372,0.2419708310938824,0.2419708310938824,0.2419708310938824
episode_000003_000021,episode_000003,descent_to_grasp,21.0,0.6963871096900048,0.2967454579053611,0.2967454579053611,0.2967454579053611
episode_000003_000022,episode_000003,descent_to_grasp,22.0,0.4696757040939431,0.21979164725762415,0.21979164725762415,0.21979164725762415
episode_000003_000023,episode_000003,descent_to_grasp,23.0,0.23718513874248673,0.20348697801299095,0.20348697801299095,0.20348697801299095
episode_000003_000024,episode_000003,descent_to_grasp,24.0,0.13389225321707277,0.09951113755880447,0.09951113755880447,0.09951113755880447
episode_000003_000025,episode_000003,descent_to_grasp,25.0,0.10201450356742178,0.0793837541340208,0.0793837541340208,0.0793837541340208
episode_000003_000026,episode_000003,grasp_close,26.0,0.01572869868509089,0.029383513728400888,0.01572869868509089,0.01572869868509089
episode_000003_000027,episode_000003,grasp_close,27.0,0.007511895772045358,0.012567098833589283,0.007511895772045358,0.007511895772045358
episode_000003_000028,episode_000003,grasp_close,28.0,0.004097506852939239,0.005817673586525219,0.004097506852939239,0.004097506852939239
episode_000003_000029,episode_000003,grasp_close,29.0,0.0032976669934328086,0.0035943840947538414,0.0032976669934328086,0.0032976669934328086
episode_000003_000030,episode_000003,grasp_close,30.0,0.0033538524911292168,0.0028555968920119853,0.0033538524911292168,0.0028555968920119853
episode_000003_000031,episode_000003,grasp_close,31.0,0.0034126808574412755,0.002169964663286704,0.0034126808574412755,0.002169964663286704
episode_000003_000032,episode_000003,grasp_close,32.0,0.0031935700931326008,0.0016374453510954426,0.0031935700931326008,0.0016374453510954426
episode_000003_000033,episode_000003,grasp_close,33.0,0.003153985732676251,0.0014467094704330246,0.003153985732676251,0.0014467094704330246
episode_000003_000034,episode_000003,grasp_close,34.0,0.0032615390345663554,0.00161363337424114,0.0032615390345663554,0.00161363337424114
episode_000003_000035,episode_000003,grasp_close,35.0,0.003280953130092486,0.0017792619680471306,0.003280953130092486,0.0017792619680471306
episode_000003_000036,episode_000003,lift,36.0,0.00344214600388889,0.0021711445988183255,0.00344214600388889,0.0021711445988183255
episode_000003_000037,episode_000003,lift,37.0,0.002874878455314827,0.0016232883893707577,0.002874878455314827,0.0016232883893707577
episode_000003_000038,episode_000003,lift,38.0,0.0023995014288372258,0.0010034435542946312,0.0023995014288372258,0.0010034435542946312
episode_000003_000039,episode_000003,lift,39.0,0.0018940163717739802,0.0014636488759823924,0.0018940163717739802,0.0014636488759823924
episode_000003_000040,episode_000003,lift,40.0,0.0022389559403439767,0.0033669766540112764,0.0022389559403439767,0.0022389559403439767
episode_000003_000041,episode_000003,lift,41.0,0.0037703897267704774,0.0029257296877785925,0.0037703897267704774,0.0029257296877785925
episode_000003_000042,episode_000003,lift,42.0,0.002453328463261777,0.002997442603297192,0.002453328463261777,0.002453328463261777
episode_000003_000043,episode_000003,lift,43.0,0.002394864216246377,0.002935895557828649,0.002394864216246377,0.002394864216246377
episode_000004_000000,episode_000004,hold,0.0,0.7267438278118633,0.02221508492411758,0.02221508492411758,0.02221508492411758
episode_000004_000001,episode_000004,hold,1.0,0.7414756672959981,0.01613210213625298,0.01613210213625298,0.01613210213625298
episode_000004_000002,episode_000004,alignment,2.0,0.7321769584284753,0.018208809398280682,0.018208809398280682,0.018208809398280682
episode_000004_000003,episode_000004,alignment,3.0,0.72751742075513,0.019901593884029393,0.019901593884029393,0.019901593884029393
episode_000004_000004,episode_000004,alignment,4.0,0.7341810752923139,0.018772268481214997,0.018772268481214997,0.018772268481214997
episode_000004_000005,episode_000004,alignment,5.0,0.7308778624741312,0.013119765551925339,0.013119765551925339,0.013119765551925339
episode_000004_000006,episode_000004,alignment,6.0,0.7531342060978531,0.02316885005067119,0.02316885005067119,0.02316885005067119
episode_000004_000007,episode_000004,alignment,7.0,0.7171616102564937,0.0110772158847557,0.0110772158847557,0.0110772158847557
episode_000004_000008,episode_000004,alignment,8.0,0.5860174731571893,0.01300757143443664,0.01300757143443664,0.01300757143443664
episode_000004_000009,episode_000004,alignment,9.0,0.46808743622785887,0.01453293890826542,0.01453293890826542,0.01453293890826542
episode_000004_000010,episode_000004,alignment,10.0,0.6169384602779971,0.01017977410562091,0.01017977410562091,0.01017977410562091
episode_000004_000011,episode_000004,alignment,11.0,0.7865467811244519,0.004541079955996665,0.004541079955996665,0.004541079955996665
episode_000004_000012,episode_000004,alignment,12.0,0.773421902253947,0.009972705025591739,0.009972705025591739,0.009972705025591739
episode_000004_000013,episode_000004,alignment,13.0,0.8586629616339987,0.09426717719656691,0.09426717719656691,0.09426717719656691
episode_000004_000014,episode_000004,alignment,14.0,0.805109439147401,0.04369322694127435,0.04369322694127435,0.04369322694127435
episode_000004_000015,episode_000004,alignment,15.0,0.5696944543577779,0.010372600304917528,0.010372600304917528,0.010372600304917528
episode_000004_000016,episode_000004,alignment,16.0,0.4680590332411617,0.026263863032897128,0.026263863032897128,0.026263863032897128
episode_000004_000017,episode_000004,alignment,17.0,0.35305762646807476,0.04739560781354416,0.04739560781354416,0.04739560781354416
episode_000004_000018,episode_000004,alignment,18.0,0.3684348407347824,0.04241093797225041,0.04241093797225041,0.04241093797225041
episode_000004_000019,episode_000004,descent_to_grasp,19.0,0.3661852273230063,0.04029647315010179,0.04029647315010179,0.04029647315010179
episode_000004_000020,episode_000004,descent_to_grasp,20.0,0.23909121301784025,0.07204900640702895,0.07204900640702895,0.07204900640702895
episode_000004_000021,episode_000004,descent_to_grasp,21.0,0.3390903671667453,0.13180825986339564,0.13180825986339564,0.13180825986339564
episode_000004_000022,episode_000004,descent_to_grasp,22.0,0.5422013092229634,0.06553673686933835,0.06553673686933835,0.06553673686933835
episode_000004_000023,episode_000004,descent_to_grasp,23.0,0.4071180840439112,0.3003521200527498,0.3003521200527498,0.3003521200527498
episode_000004_000024,episode_000004,descent_to_grasp,24.0,0.236396270975383,0.1822923900871904,0.1822923900871904,0.1822923900871904
episode_000004_000025,episode_000004,descent_to_grasp,25.0,0.15319640205508928,0.09751320431965368,0.09751320431965368,0.09751320431965368
episode_000004_000026,episode_000004,descent_to_grasp,26.0,0.15559664204162713,0.11522437069172879,0.11522437069172879,0.11522437069172879
episode_000004_000027,episode_000004,grasp_close,27.0,0.02337498326228473,0.051723627250382334,0.02337498326228473,0.02337498326228473
episode_000004_000028,episode_000004,grasp_close,28.0,0.01014696374231283,0.017500762377650646,0.01014696374231283,0.01014696374231283
episode_000004_000029,episode_000004,grasp_close,29.0,0.005064172392037878,0.006899649414115186,0.005064172392037878,0.005064172392037878
episode_000004_000030,episode_000004,grasp_close,30.0,0.004042323351584022,0.0032620297944224103,0.004042323351584022,0.0032620297944224103
episode_000004_000031,episode_000004,grasp_close,31.0,0.004080355281414029,0.0021510288685526137,0.004080355281414029,0.0021510288685526137
episode_000004_000032,episode_000004,grasp_close,32.0,0.0040229884848991815,0.001835388286751108,0.0040229884848991815,0.001835388286751108
episode_000004_000033,episode_000004,grasp_close,33.0,0.0040125954167954435,0.0020761279561900487,0.0040125954167954435,0.0020761279561900487
episode_000004_000034,episode_000004,grasp_close,34.0,0.004043053054868761,0.0023583908945169546,0.004043053054868761,0.0023583908945169546
episode_000004_000035,episode_000004,grasp_close,35.0,0.004166988997963326,0.002813975021507069,0.004166988997963326,0.002813975021507069
episode_000004_000036,episode_000004,grasp_close,36.0,0.0040100164652799395,0.0029999283062436275,0.0040100164652799395,0.0029999283062436275
episode_000004_000037,episode_000004,lift,37.0,0.004091390217701359,0.003392984755121446,0.004091390217701359,0.003392984755121446
episode_000004_000038,episode_000004,lift,38.0,0.0026726335350795005,0.0028806613721586104,0.0026726335350795005,0.0026726335350795005
episode_000004_000039,episode_000004,lift,39.0,0.002624996391798762,0.003240686433830455,0.002624996391798762,0.002624996391798762
episode_000004_000040,episode_000004,lift,40.0,0.0013175656483256394,0.0020828396641523047,0.0013175656483256394,0.0013175656483256394
episode_000004_000041,episode_000004,lift,41.0,0.0031527180337185016,0.0036141993346947114,0.0031527180337185016,0.0031527180337185016
episode_000004_000042,episode_000004,lift,42.0,0.00234382188411419,0.0021361564376879577,0.00234382188411419,0.0021361564376879577
episode_000004_000043,episode_000004,lift,43.0,0.0020007118405546646,0.0018532468590605586,0.0020007118405546646,0.0018532468590605586
episode_000004_000044,episode_000004,lift,44.0,0.002003994088938895,0.0018764810226169055,0.002003994088938895,0.0018764810226169055
episode_000005_000000,episode_000005,hold,0.0,0.7245290599277322,0.015449736172849985,0.015449736172849985,0.015449736172849985
episode_000005_000001,episode_000005,hold,1.0,0.7207034851538705,0.013965341288260366,0.013965341288260366,0.013965341288260366
episode_000005_000002,episode_000005,alignment,2.0,0.7233117543160946,0.014286799772714076,0.014286799772714076,0.014286799772714076
episode_000005_000003,episode_000005,alignment,3.0,0.7260823138607645,0.014672905594077416,0.014672905594077416,0.014672905594077416
episode_000005_000004,episode_000005,alignment,4.0,0.7400884467141865,0.023896248109175688,0.023896248109175688,0.023896248109175688
episode_000005_000005,episode_000005,alignment,5.0,0.8664374833935125,0.04175709350752897,0.04175709350752897,0.04175709350752897
episode_000005_000006,episode_000005,alignment,6.0,0.8523283811393568,0.023814017902459093,0.023814017902459093,0.023814017902459093
episode_000005_000007,episode_000005,alignment,7.0,0.9130252684300387,0.06501257388243306,0.06501257388243306,0.06501257388243306
episode_000005_000008,episode_000005,alignment,8.0,0.86597818135312,0.015512387346058407,0.015512387346058407,0.015512387346058407
episode_000005_000009,episode_000005,alignment,9.0,0.9067635617659319,0.012550325896059178,0.012550325896059178,0.012550325896059178
episode_000005_000010,episode_000005,alignment,10.0,0.9321330680326412,0.0784136909404978,0.0784136909404978,0.0784136909404978
episode_000005_000011,episode_000005,alignment,11.0,0.9173439902782542,0.17920523816004477,0.17920523816004477,0.17920523816004477
episode_000005_000012,episode_000005,alignment,12.0,0.9152193798117167,0.2728884343827137,0.2728884343827137,0.2728884343827137
episode_000005_000013,episode_000005,alignment,13.0,0.8964716797900593,0.3019864116153149,0.3019864116153149,0.3019864116153149
episode_000005_000014,episode_000005,alignment,14.0,0.886698741257562,0.3891154026989635,0.3891154026989635,0.3891154026989635
episode_000005_000015,episode_000005,alignment,15.0,0.8464927188271174,0.38930860086110425,0.38930860086110425,0.38930860086110425
episode_000005_000016,episode_000005,alignment,16.0,0.8449796904799264,0.4160868636656037,0.4160868636656037,0.4160868636656037
episode_000005_000017,episode_000005,descent_to_grasp,17.0,0.8416196816480864,0.431349767424791,0.431349767424791,0.431349767424791
episode_000005_000018,episode_000005,descent_to_grasp,18.0,0.8543775338805097,0.48707712108257517,0.48707712108257517,0.48707712108257517
episode_000005_000019,episode_000005,descent_to_grasp,19.0,0.822111315071254,0.5120351872890835,0.5120351872890835,0.5120351872890835
episode_000005_000020,episode_000005,descent_to_grasp,20.0,0.7711081897539115,0.465690371435857,0.465690371435857,0.465690371435857
episode_000005_000021,episode_000005,descent_to_grasp,21.0,0.5384405655415525,0.06352907511967017,0.06352907511967017,0.06352907511967017
episode_000005_000022,episode_000005,descent_to_grasp,22.0,0.38849504068589946,0.2948045652199585,0.2948045652199585,0.2948045652199585
episode_000005_000023,episode_000005,descent_to_grasp,23.0,0.18593932665313792,0.16307407640023103,0.16307407640023103,0.16307407640023103
episode_000005_000024,episode_000005,descent_to_grasp,24.0,0.14536620299114597,0.12691121483672207,0.12691121483672207,0.12691121483672207
episode_000005_000025,episode_000005,grasp_close,25.0,0.007024723744983084,0.01999889247345409,0.007024723744983084,0.007024723744983084
episode_000005_000026,episode_000005,grasp_close,26.0,0.004223551439567138,0.012970883211292816,0.004223551439567138,0.004223551439567138
episode_000005_000027,episode_000005,grasp_close,27.0,0.003077409192524118,0.007952180348219805,0.003077409192524118,0.003077409192524118
episode_000005_000028,episode_000005,grasp_close,28.0,0.0019664839701815616,0.005384671051011724,0.0019664839701815616,0.0019664839701815616
episode_000005_000029,episode_000005,grasp_close,29.0,0.0021811364026402087,0.004755930824114256,0.0021811364026402087,0.0021811364026402087
episode_000005_000030,episode_000005,grasp_close,30.0,0.002240550905277415,0.003582371757698591,0.002240550905277415,0.002240550905277415
episode_000005_000031,episode_000005,grasp_close,31.0,0.0022094567514479874,0.003111293660192113,0.0022094567514479874,0.0022094567514479874
episode_000005_000032,episode_000005,grasp_close,32.0,0.0017834000191938495,0.0028847378609864758,0.0017834000191938495,0.0017834000191938495
episode_000005_000033,episode_000005,grasp_close,33.0,0.002249595475252023,0.0026626039772593576,0.002249595475252023,0.002249595475252023
episode_000005_000034,episode_000005,grasp_close,34.0,0.001835753260029175,0.003237630035544487,0.001835753260029175,0.001835753260029175
episode_000005_000035,episode_000005,lift,35.0,0.0011439723394286205,0.002965165501713577,0.0011439723394286205,0.0011439723394286205
episode_000005_000036,episode_000005,lift,36.0,0.0018419523412605537,0.0033333341876108312,0.0018419523412605537,0.0018419523412605537
episode_000005_000037,episode_000005,lift,37.0,0.001790249217880666,0.004184555472957162,0.001790249217880666,0.001790249217880666
episode_000005_000038,episode_000005,lift,38.0,0.0019300983523966846,0.00430622323188821,0.0019300983523966846,0.0019300983523966846
episode_000005_000039,episode_000005,lift,39.0,0.0017354475907509106,0.0038227366102981273,0.0017354475907509106,0.0017354475907509106
episode_000005_000040,episode_000005,lift,40.0,0.0021021561882422616,0.003927168777385296,0.0021021561882422616,0.0021021561882422616
episode_000005_000041,episode_000005,lift,41.0,0.004875998878606997,0.005571037335033538,0.004875998878606997,0.004875998878606997
episode_000005_000042,episode_000005,lift,42.0,0.004843132307179284,0.005489566654959359,0.004843132307179284,0.004843132307179284
